customer_unique_id,last_order_date,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_score,segment,customer_state
cust_013553,2018-05-01,2,101.76,122,4,4,3,11,Champions,SP
cust_013554,2016-10-30,1,97.79,670,1,2,3,6,Hibernating / Lost,Unknown
cust_013555,2016-11-01,1,47.73,668,1,2,2,5,Hibernating / Lost,SP
cust_013556,2018-05-06,2,234.55,117,4,4,4,12,Champions,SP
cust_013557,2017-08-31,1,102.09,365,2,2,3,7,Hibernating / Lost,GO
cust_013558,2017-12-29,1,63.01,245,3,2,2,7,Potential Loyalists,SP
cust_013559,2018-08-22,1,416.74,9,4,2,4,10,Potential Loyalists,MG
cust_013560,2018-07-03,2,272.22,59,4,4,4,12,Champions,ES
cust_013561,2017-12-05,1,424.13,269,3,2,4,9,Potential Loyalists,SP
cust_013562,2018-06-28,2,313.31,64,4,4,4,12,Champions,SP
cust_013563,2018-05-24,1,13.8,99,4,2,1,7,Potential Loyalists,SP
cust_013564,2017-09-02,1,51.18,363,2,2,2,6,Hibernating / Lost,RS
cust_013565,2018-08-18,7,1839.08,13,4,4,4,12,Champions,SP
cust_013566,2017-12-30,1,179.28,244,3,2,3,8,Potential Loyalists,ES
cust_013567,2017-05-16,1,17.72,472,2,2,1,5,Hibernating / Lost,RS
cust_013568,2018-01-06,2,419.94,237,3,4,4,11,Loyal Customers,MG
cust_013569,2017-12-05,1,22.48,269,3,2,1,6,Potential Loyalists,CE
cust_013570,2016-08-28,1,89.49,733,1,2,2,5,Hibernating / Lost,SP
cust_013571,2018-07-27,1,91.41,35,4,2,2,8,Potential Loyalists,SC
cust_013572,2017-06-10,2,208.32,447,2,4,3,9,At Risk (was frequent),PR
cust_013573,2016-01-08,1,44.9,966,1,2,2,5,Hibernating / Lost,RS
cust_013574,2016-01-13,1,70.15,961,1,2,2,5,Hibernating / Lost,MG
cust_013575,2016-11-14,1,20.95,655,1,2,1,4,Hibernating / Lost,SP
cust_013576,2016-10-20,1,22.93,680,1,2,1,4,Hibernating / Lost,BA
cust_013577,2016-11-20,1,128.7,649,1,2,3,6,Hibernating / Lost,MG
cust_013578,2017-11-20,1,440.59,284,3,2,4,9,Potential Loyalists,SC
cust_013579,2017-11-06,1,25.73,298,3,2,1,6,Potential Loyalists,GO
cust_013580,2018-07-24,3,481.98,38,4,4,4,12,Champions,RJ
cust_013581,2017-02-14,3,931.21,563,2,4,4,10,At Risk (was frequent),MT
cust_013582,2016-11-09,2,339.38,660,1,4,4,9,At Risk (was frequent),SP
cust_013583,2016-07-21,1,100.06,771,1,2,3,6,Hibernating / Lost,SP
cust_013584,2017-04-17,2,355.19,501,2,4,4,10,At Risk (was frequent),SP
cust_013585,2018-03-26,1,16.93,158,4,2,1,7,Potential Loyalists,SP
cust_013586,2016-06-01,1,237.86,821,1,2,4,7,Hibernating / Lost,RJ
cust_013587,2018-05-15,1,22.73,108,4,2,1,7,Potential Loyalists,SP
cust_013588,2017-01-24,1,126.68,584,2,2,3,7,Hibernating / Lost,RS
cust_013589,2018-07-25,1,133.48,37,4,2,3,9,Potential Loyalists,ES
cust_013590,2018-08-06,2,272.16,25,4,4,4,12,Champions,PR
cust_013591,2017-05-12,2,216.74,476,2,4,3,9,At Risk (was frequent),SP
cust_013592,2017-12-15,1,61.84,259,3,2,2,7,Potential Loyalists,PB
cust_013593,2018-04-15,1,47.03,138,4,2,2,8,Potential Loyalists,SC
cust_013594,2017-07-01,2,367.16,426,2,4,4,10,At Risk (was frequent),BA
cust_013595,2017-09-20,2,163.4,345,2,4,3,9,At Risk (was frequent),Unknown
cust_013596,2017-08-14,1,55.48,382,2,2,2,6,Hibernating / Lost,RS
cust_013597,2018-01-29,1,25.85,214,3,2,1,6,Potential Loyalists,SP
cust_013598,2017-08-24,2,254.11,372,2,4,4,10,At Risk (was frequent),SP
cust_013599,2018-08-01,1,56.73,30,4,2,2,8,Potential Loyalists,SP
cust_013600,2018-05-25,1,708.76,98,4,2,4,10,Potential Loyalists,RS
cust_013601,2018-03-01,2,117.67,183,3,4,3,10,Loyal Customers,SP
cust_013602,2018-07-19,2,216.09,43,4,4,3,11,Champions,RJ
cust_013603,2018-07-27,5,1240.2,35,4,4,4,12,Champions,MG
cust_013604,2018-01-29,1,40.71,214,3,2,1,6,Potential Loyalists,SP
cust_013605,2016-04-23,1,74.82,860,1,2,2,5,Hibernating / Lost,SP
cust_013606,2018-08-26,1,45.92,5,4,2,2,8,Potential Loyalists,GO
cust_013607,2017-07-10,1,58.93,417,2,2,2,6,Hibernating / Lost,PE
cust_013608,2018-02-07,2,136.5,205,3,4,3,10,Loyal Customers,DF
cust_013609,2016-11-29,1,38.11,640,1,2,1,4,Hibernating / Lost,PR
cust_013610,2018-07-10,1,22.8,52,4,2,1,7,Potential Loyalists,Unknown
cust_013611,2018-01-10,1,159.08,233,3,2,3,8,Potential Loyalists,SP
cust_013612,2016-04-17,1,36.15,866,1,2,1,4,Hibernating / Lost,RJ
cust_013613,2017-03-30,1,131.22,519,2,2,3,7,Hibernating / Lost,PA
cust_013614,2017-11-16,2,911.05,288,3,4,4,11,Loyal Customers,SP
cust_013615,2018-08-05,2,159.08,26,4,4,3,11,Champions,SP
cust_013616,2018-05-31,2,244.15,92,4,4,4,12,Champions,SC
cust_013617,2017-03-20,2,101.24,529,2,4,3,9,At Risk (was frequent),MG
cust_013618,2017-10-31,2,188.11,304,3,4,3,10,Loyal Customers,SP
cust_013619,2018-08-25,1,69.25,6,4,2,2,8,Potential Loyalists,DF
cust_013620,2017-12-27,4,424.32,247,3,4,4,11,Loyal Customers,MG
cust_013621,2018-04-03,1,57.96,150,4,2,2,8,Potential Loyalists,PA
cust_013622,2017-11-05,2,543.25,299,3,4,4,11,Loyal Customers,SP
cust_013623,2018-08-28,1,30.16,3,4,2,1,7,Potential Loyalists,RJ
cust_013624,2018-05-10,4,1072.54,113,4,4,4,12,Champions,SP
cust_013625,2016-03-11,1,259.89,903,1,2,4,7,Hibernating / Lost,Unknown
cust_013626,2016-12-08,1,17.4,631,1,2,1,4,Hibernating / Lost,SP
cust_013627,2017-11-22,2,84.82,282,3,4,2,9,Loyal Customers,SP
cust_013628,2017-12-15,4,1446.18,259,3,4,4,11,Loyal Customers,SP
cust_013629,2017-10-27,3,308.9,308,3,4,4,11,Loyal Customers,RJ
cust_013630,2018-08-27,10,2432.34,4,4,4,4,12,Champions,SP
cust_013631,2016-05-29,1,345.2,824,1,2,4,7,Hibernating / Lost,SP
cust_013632,2017-08-31,2,135.71,365,2,4,3,9,At Risk (was frequent),RJ
cust_013633,2017-06-02,2,102.09,455,2,4,3,9,At Risk (was frequent),SP
cust_013634,2017-11-24,1,0.0,280,3,2,1,6,Potential Loyalists,SP
cust_013635,2016-11-14,2,188.51,655,1,4,3,8,At Risk (was frequent),MS
cust_013636,2018-02-05,1,218.55,207,3,2,3,8,Potential Loyalists,RJ
cust_013637,2017-11-06,1,37.48,298,3,2,1,6,Potential Loyalists,SC
cust_013638,2017-11-09,2,336.08,295,3,4,4,11,Loyal Customers,SP
cust_013639,2017-10-25,1,211.38,310,3,2,3,8,Potential Loyalists,RJ
cust_013640,2017-06-28,1,167.48,429,2,2,3,7,Hibernating / Lost,SP
cust_013641,2017-08-05,1,146.12,391,2,2,3,7,Hibernating / Lost,SP
cust_013642,2017-01-19,1,49.19,589,2,2,2,6,Hibernating / Lost,BA
cust_013643,2017-10-20,4,1791.86,315,3,4,4,11,Loyal Customers,PE
cust_013644,2018-03-21,3,981.03,163,3,4,4,11,Loyal Customers,RJ
cust_013645,2018-03-24,5,1235.42,160,4,4,4,12,Champions,SP
cust_013646,2016-02-20,2,132.06,923,1,4,3,8,At Risk (was frequent),PR
cust_013647,2016-07-08,1,275.43,784,1,2,4,7,Hibernating / Lost,MG
cust_013648,2018-02-17,2,1045.55,195,3,4,4,11,Loyal Customers,RJ
cust_013650,2017-08-05,3,506.63,391,2,4,4,10,At Risk (was frequent),RJ
cust_013651,2016-01-20,1,75.74,954,1,2,2,5,Hibernating / Lost,SP
cust_013652,2016-04-15,1,32.59,868,1,2,1,4,Hibernating / Lost,RJ
cust_013653,2017-03-08,1,38.87,541,2,2,1,5,Hibernating / Lost,SP
cust_013654,2018-04-14,4,359.51,139,4,4,4,12,Champions,MG
cust_013655,2017-08-18,1,123.03,378,2,2,3,7,Hibernating / Lost,RJ
cust_013656,2017-12-12,1,528.4,262,3,2,4,9,Potential Loyalists,SP
cust_013657,2016-09-12,1,69.46,718,1,2,2,5,Hibernating / Lost,Unknown
cust_013658,2017-08-11,2,163.03,385,2,4,3,9,At Risk (was frequent),MG
cust_013659,2018-05-29,1,82.01,94,4,2,2,8,Potential Loyalists,RJ
cust_013660,2017-10-21,2,313.09,314,3,4,4,11,Loyal Customers,SP
cust_013661,2017-08-26,1,78.77,370,2,2,2,6,Hibernating / Lost,SP
cust_013662,2017-08-29,1,37.86,367,2,2,1,5,Hibernating / Lost,SP
cust_013663,2016-04-21,1,20.74,862,1,2,1,4,Hibernating / Lost,SP
cust_013664,2017-11-08,1,86.6,296,3,2,2,7,Potential Loyalists,RJ
cust_013665,2017-09-01,2,234.17,364,2,4,4,10,At Risk (was frequent),SP
cust_013666,2016-09-26,1,331.66,704,1,2,4,7,Hibernating / Lost,SP
cust_013667,2017-12-26,4,933.04,248,3,4,4,11,Loyal Customers,SP
cust_013668,2017-11-30,1,142.13,274,3,2,3,8,Potential Loyalists,SP
cust_013669,2017-07-16,1,84.59,411,2,2,2,6,Hibernating / Lost,SP
cust_013670,2017-09-14,1,91.34,351,2,2,2,6,Hibernating / Lost,AL
cust_013671,2018-01-01,3,471.46,242,3,4,4,11,Loyal Customers,MG
cust_013672,2017-04-08,2,124.37,510,2,4,3,9,At Risk (was frequent),MG
cust_013673,2017-01-29,1,184.24,579,2,2,3,7,Hibernating / Lost,SP
cust_013674,2017-04-12,2,244.81,506,2,4,4,10,At Risk (was frequent),PA
cust_013675,2017-11-21,2,80.31,283,3,4,2,9,Loyal Customers,MG
cust_013676,2018-01-30,1,245.75,213,3,2,4,9,Potential Loyalists,SP
cust_013677,2016-05-21,1,64.87,832,1,2,2,5,Hibernating / Lost,RS
cust_013678,2018-06-25,1,52.32,67,4,2,2,8,Potential Loyalists,SP
cust_013680,2018-08-16,1,24.56,15,4,2,1,7,Potential Loyalists,SP
cust_013681,2016-10-10,1,157.5,690,1,2,3,6,Hibernating / Lost,BA
cust_013682,2018-06-03,2,287.28,89,4,4,4,12,Champions,MS
cust_013683,2016-08-14,1,27.42,747,1,2,1,4,Hibernating / Lost,RJ
cust_013684,2017-04-23,1,62.94,495,2,2,2,6,Hibernating / Lost,GO
cust_013685,2016-08-22,1,18.19,739,1,2,1,4,Hibernating / Lost,SP
cust_013686,2017-01-15,3,524.72,593,2,4,4,10,At Risk (was frequent),MG
cust_013687,2016-11-10,1,46.08,659,1,2,2,5,Hibernating / Lost,SP
cust_013688,2018-06-12,4,407.04,80,4,4,4,12,Champions,SP
cust_013689,2017-11-28,2,164.75,276,3,4,3,10,Loyal Customers,RJ
cust_013690,2017-11-19,1,46.42,285,3,2,2,7,Potential Loyalists,MG
cust_013691,2018-03-04,2,42.83,180,3,4,1,8,Loyal Customers,MG
cust_013692,2016-10-20,1,89.04,680,1,2,2,5,Hibernating / Lost,SP
cust_013693,2017-11-07,1,116.35,297,3,2,3,8,Potential Loyalists,SP
cust_013694,2018-03-11,2,265.18,173,3,4,4,11,Loyal Customers,Unknown
cust_013695,2016-09-24,2,366.36,706,1,4,4,9,At Risk (was frequent),MG
cust_013696,2018-03-30,2,473.14,154,4,4,4,12,Champions,SP
cust_013697,2018-03-02,1,20.09,182,3,2,1,6,Potential Loyalists,RJ
cust_013698,2017-10-27,3,1434.38,308,3,4,4,11,Loyal Customers,RN
cust_013699,2016-09-10,1,85.87,720,1,2,2,5,Hibernating / Lost,PB
cust_013700,2017-02-07,1,71.23,570,2,2,2,6,Hibernating / Lost,RJ
cust_013701,2018-06-30,6,1693.72,62,4,4,4,12,Champions,SP
cust_013703,2017-11-30,1,374.23,274,3,2,4,9,Potential Loyalists,RJ
cust_013704,2018-06-04,1,199.48,88,4,2,3,9,Potential Loyalists,SP
cust_013705,2017-07-28,1,20.84,399,2,2,1,5,Hibernating / Lost,PB
cust_013706,2017-08-04,1,15.23,392,2,2,1,5,Hibernating / Lost,SP
cust_013707,2016-12-15,1,23.54,624,1,2,1,4,Hibernating / Lost,SP
cust_013708,2018-08-10,2,75.42,21,4,4,2,10,Champions,RJ
cust_013709,2017-04-07,1,64.43,511,2,2,2,6,Hibernating / Lost,GO
cust_013710,2017-09-06,1,37.91,359,2,2,1,5,Hibernating / Lost,SC
cust_013711,2018-05-30,1,171.15,93,4,2,3,9,Potential Loyalists,SP
cust_013712,2016-04-01,1,164.44,882,1,2,3,6,Hibernating / Lost,RS
cust_013713,2017-05-10,1,346.71,478,2,2,4,8,Hibernating / Lost,GO
cust_013714,2017-06-13,1,505.3,444,2,2,4,8,Hibernating / Lost,RS
cust_013715,2017-07-08,1,106.48,419,2,2,3,7,Hibernating / Lost,SP
cust_013716,2017-09-30,1,14.8,335,3,2,1,6,Potential Loyalists,RJ
cust_013717,2017-04-14,1,25.12,504,2,2,1,5,Hibernating / Lost,BA
cust_013718,2018-02-21,2,53.45,191,3,4,2,9,Loyal Customers,SP
cust_013719,2018-05-31,2,537.15,92,4,4,4,12,Champions,RJ
cust_013720,2017-08-14,1,19.07,382,2,2,1,5,Hibernating / Lost,RS
cust_013721,2018-06-13,1,19.7,79,4,2,1,7,Potential Loyalists,MG
cust_013722,2017-11-10,2,187.33,294,3,4,3,10,Loyal Customers,SP
cust_013723,2018-06-08,2,252.58,84,4,4,4,12,Champions,SP
cust_013724,2018-08-20,11,2385.34,11,4,4,4,12,Champions,RJ
cust_013725,2017-12-25,1,24.39,249,3,2,1,6,Potential Loyalists,SP
cust_013726,2017-02-14,1,45.69,563,2,2,2,6,Hibernating / Lost,SP
cust_013727,2016-12-27,1,72.93,612,2,2,2,6,Hibernating / Lost,SP
cust_013728,2018-03-28,1,35.24,156,4,2,1,7,Potential Loyalists,SP
cust_013729,2017-03-04,1,34.42,545,2,2,1,5,Hibernating / Lost,RJ
cust_013730,2016-12-03,1,79.83,636,1,2,2,5,Hibernating / Lost,AL
cust_013731,2017-06-03,1,80.65,454,2,2,2,6,Hibernating / Lost,SP
cust_013732,2018-05-01,1,91.33,122,4,2,2,8,Potential Loyalists,SP
cust_013733,2018-06-28,1,30.26,64,4,2,1,7,Potential Loyalists,SP
cust_013734,2018-05-26,2,260.37,97,4,4,4,12,Champions,RJ
cust_013735,2017-06-28,2,135.8,429,2,4,3,9,At Risk (was frequent),RJ
cust_013736,2017-08-16,3,470.89,380,2,4,4,10,At Risk (was frequent),DF
cust_013737,2016-12-20,1,64.7,619,2,2,2,6,Hibernating / Lost,MG
cust_013738,2017-05-25,1,157.81,463,2,2,3,7,Hibernating / Lost,SP
cust_013739,2017-02-07,3,293.95,570,2,4,4,10,At Risk (was frequent),SP
cust_013740,2018-06-11,1,258.09,81,4,2,4,10,Potential Loyalists,RJ
cust_013741,2017-09-21,1,30.37,344,2,2,1,5,Hibernating / Lost,SP
cust_013742,2017-12-31,2,110.73,243,3,4,3,10,Loyal Customers,SP
cust_013743,2017-11-23,1,61.1,281,3,2,2,7,Potential Loyalists,SP
cust_013744,2017-09-03,1,33.43,362,2,2,1,5,Hibernating / Lost,RJ
cust_013745,2017-12-24,4,231.44,250,3,4,4,11,Loyal Customers,RJ
cust_013746,2018-05-30,2,274.4,93,4,4,4,12,Champions,DF
cust_013747,2018-06-09,1,184.57,83,4,2,3,9,Potential Loyalists,SP
cust_013748,2017-09-16,1,18.65,349,2,2,1,5,Hibernating / Lost,CE
cust_013749,2018-04-02,1,45.76,151,4,2,2,8,Potential Loyalists,RJ
cust_013750,2018-06-28,2,57.64,64,4,4,2,10,Champions,PR
cust_013751,2017-03-04,1,85.61,545,2,2,2,6,Hibernating / Lost,MG
cust_013752,2018-07-19,3,503.52,43,4,4,4,12,Champions,BA
cust_013753,2018-06-20,4,562.9,72,4,4,4,12,Champions,MG
cust_013754,2017-04-26,1,76.78,492,2,2,2,6,Hibernating / Lost,SP
cust_013755,2018-05-05,1,14.22,118,4,2,1,7,Potential Loyalists,SP
cust_013756,2018-07-21,5,1071.82,41,4,4,4,12,Champions,ES
cust_013757,2018-06-03,1,122.22,89,4,2,3,9,Potential Loyalists,Unknown
cust_013758,2018-02-07,1,22.66,205,3,2,1,6,Potential Loyalists,BA
cust_013759,2016-11-11,1,46.41,658,1,2,2,5,Hibernating / Lost,GO
cust_013760,2017-07-08,1,105.28,419,2,2,3,7,Hibernating / Lost,SP
cust_013761,2016-07-29,1,165.29,763,1,2,3,6,Hibernating / Lost,DF
cust_013763,2017-03-16,1,17.38,533,2,2,1,5,Hibernating / Lost,SP
cust_013764,2016-10-29,3,598.9,671,1,4,4,9,At Risk (was frequent),RS
cust_013765,2016-05-15,1,12.74,838,1,2,1,4,Hibernating / Lost,BA
cust_013766,2016-12-26,1,75.54,613,2,2,2,6,Hibernating / Lost,RJ
cust_013767,2017-04-07,2,142.0,511,2,4,3,9,At Risk (was frequent),SP
cust_013768,2017-04-21,1,17.25,497,2,2,1,5,Hibernating / Lost,MG
cust_013769,2018-07-23,1,64.48,39,4,2,2,8,Potential Loyalists,PR
cust_013770,2016-08-03,1,20.08,758,1,2,1,4,Hibernating / Lost,MG
cust_013771,2017-12-08,1,52.25,266,3,2,2,7,Potential Loyalists,SP
cust_013772,2018-06-24,2,209.01,68,4,4,3,11,Champions,SP
cust_013773,2017-02-20,1,58.92,557,2,2,2,6,Hibernating / Lost,RJ
cust_013774,2018-08-09,27,10320.69,22,4,4,4,12,Champions,SP
cust_013775,2017-01-30,1,44.07,578,2,2,1,5,Hibernating / Lost,DF
cust_013776,2018-07-13,1,18.97,49,4,2,1,7,Potential Loyalists,SP
cust_013777,2017-12-13,5,1315.3,261,3,4,4,11,Loyal Customers,RJ
cust_013778,2016-11-24,1,55.22,645,1,2,2,5,Hibernating / Lost,DF
cust_013779,2017-11-22,1,111.42,282,3,2,3,8,Potential Loyalists,RJ
cust_013780,2018-03-28,1,136.05,156,4,2,3,9,Potential Loyalists,PR
cust_013782,2017-06-17,2,263.08,440,2,4,4,10,At Risk (was frequent),RJ
cust_013783,2018-03-24,2,261.5,160,4,4,4,12,Champions,RS
cust_013785,2017-05-27,1,109.26,461,2,2,3,7,Hibernating / Lost,MG
cust_013786,2016-02-05,1,27.8,938,1,2,1,4,Hibernating / Lost,SP
cust_013787,2016-04-27,1,298.29,856,1,2,4,7,Hibernating / Lost,SP
cust_013788,2018-07-27,1,199.69,35,4,2,3,9,Potential Loyalists,DF
cust_013789,2017-11-30,1,51.23,274,3,2,2,7,Potential Loyalists,MG
cust_013790,2017-11-19,3,154.17,285,3,4,3,10,Loyal Customers,SP
cust_013791,2016-10-03,1,233.29,697,1,2,4,7,Hibernating / Lost,RJ
cust_013792,2016-06-13,2,140.77,809,1,4,3,8,At Risk (was frequent),SP
cust_013793,2017-02-13,1,47.92,564,2,2,2,6,Hibernating / Lost,SP
cust_013794,2018-05-07,1,19.95,116,4,2,1,7,Potential Loyalists,PA
cust_013795,2016-07-10,1,89.16,782,1,2,2,5,Hibernating / Lost,RJ
cust_013796,2016-07-21,1,27.98,771,1,2,1,4,Hibernating / Lost,SP
cust_013797,2017-03-16,1,49.93,533,2,2,2,6,Hibernating / Lost,GO
cust_013798,2016-12-07,2,627.91,632,1,4,4,9,At Risk (was frequent),SE
cust_013799,2016-11-18,1,204.61,651,1,2,3,6,Hibernating / Lost,PE
cust_013800,2018-03-05,2,231.51,179,3,4,4,11,Loyal Customers,PR
cust_013801,2017-11-15,1,36.27,289,3,2,1,6,Potential Loyalists,MS
cust_013802,2018-06-12,3,998.51,80,4,4,4,12,Champions,SP
cust_013803,2017-12-24,1,22.72,250,3,2,1,6,Potential Loyalists,GO
cust_013804,2017-11-09,2,181.44,295,3,4,3,10,Loyal Customers,SP
cust_013805,2017-09-04,1,30.91,361,2,2,1,5,Hibernating / Lost,SP
cust_013807,2018-06-26,1,54.22,66,4,2,2,8,Potential Loyalists,SP
cust_013808,2017-12-09,1,47.19,265,3,2,2,7,Potential Loyalists,SC
cust_013809,2017-03-18,1,31.09,531,2,2,1,5,Hibernating / Lost,PE
cust_013810,2017-05-04,1,68.78,484,2,2,2,6,Hibernating / Lost,SP
cust_013811,2018-05-24,3,238.71,99,4,4,4,12,Champions,DF
cust_013812,2017-10-04,1,23.73,331,3,2,1,6,Potential Loyalists,PR
cust_013813,2017-10-28,1,34.96,307,3,2,1,6,Potential Loyalists,SP
cust_013814,2018-06-14,1,62.38,78,4,2,2,8,Potential Loyalists,PR
cust_013815,2016-12-11,1,47.31,628,1,2,2,5,Hibernating / Lost,SP
cust_013816,2016-05-29,2,83.94,824,1,4,2,7,At Risk (was frequent),SP
cust_013817,2018-03-22,2,234.85,162,4,4,4,12,Champions,RJ
cust_013818,2018-04-26,2,890.05,127,4,4,4,12,Champions,CE
cust_013819,2016-10-14,1,108.97,686,1,2,3,6,Hibernating / Lost,SP
cust_013820,2016-10-29,3,331.66,671,1,4,4,9,At Risk (was frequent),SP
cust_013821,2016-05-05,1,61.58,848,1,2,2,5,Hibernating / Lost,MG
cust_013822,2017-01-12,1,18.69,596,2,2,1,5,Hibernating / Lost,PR
cust_013823,2016-05-14,2,297.41,839,1,4,4,9,At Risk (was frequent),CE
cust_013824,2018-07-18,2,187.37,44,4,4,3,11,Champions,RJ
cust_013825,2018-05-01,1,93.31,122,4,2,2,8,Potential Loyalists,DF
cust_013826,2016-06-18,1,37.43,804,1,2,1,4,Hibernating / Lost,MG
cust_013827,2018-03-30,1,55.18,154,4,2,2,8,Potential Loyalists,SP
cust_013828,2016-08-26,1,149.02,735,1,2,3,6,Hibernating / Lost,MG
cust_013829,2018-01-20,2,141.85,223,3,4,3,10,Loyal Customers,SP
cust_013830,2017-06-30,1,20.43,427,2,2,1,5,Hibernating / Lost,RS
cust_013831,2018-03-18,1,15.36,166,3,2,1,6,Potential Loyalists,SP
cust_013832,2017-10-19,2,303.99,316,3,4,4,11,Loyal Customers,SP
cust_013833,2016-12-23,1,129.22,616,2,2,3,7,Hibernating / Lost,ES
cust_013834,2016-03-25,1,384.19,889,1,2,4,7,Hibernating / Lost,CE
cust_013835,2016-09-05,1,232.08,725,1,2,4,7,Hibernating / Lost,RJ
cust_013836,2018-07-18,4,646.71,44,4,4,4,12,Champions,PR
cust_013837,2017-10-01,2,836.79,334,3,4,4,11,Loyal Customers,RN
cust_013838,2017-03-19,1,33.7,530,2,2,1,5,Hibernating / Lost,SP
cust_013839,2016-12-06,1,27.03,633,1,2,1,4,Hibernating / Lost,MG
cust_013840,2017-11-14,1,35.06,290,3,2,1,6,Potential Loyalists,SP
cust_013841,2016-11-02,1,44.14,667,1,2,1,4,Hibernating / Lost,SC
cust_013842,2017-09-29,2,409.3,336,3,4,4,11,Loyal Customers,SP
cust_013843,2018-01-09,2,276.98,234,3,4,4,11,Loyal Customers,SC
cust_013844,2018-06-15,2,92.46,77,4,4,2,10,Champions,SP
cust_013845,2016-02-15,1,62.85,928,1,2,2,5,Hibernating / Lost,RJ
cust_013846,2016-06-03,1,82.53,819,1,2,2,5,Hibernating / Lost,BA
cust_013847,2018-07-13,3,334.82,49,4,4,4,12,Champions,SP
cust_013848,2016-02-09,1,36.74,934,1,2,1,4,Hibernating / Lost,PA
cust_013849,2016-10-12,1,210.94,688,1,2,3,6,Hibernating / Lost,SP
cust_013850,2017-12-24,1,60.7,250,3,2,2,7,Potential Loyalists,RJ
cust_013851,2016-10-29,1,27.46,671,1,2,1,4,Hibernating / Lost,PR
cust_013852,2017-06-25,1,72.9,432,2,2,2,6,Hibernating / Lost,SP
cust_013853,2018-03-09,1,41.24,175,3,2,1,6,Potential Loyalists,MG
cust_013854,2018-07-16,1,18.87,46,4,2,1,7,Potential Loyalists,RJ
cust_013855,2016-12-18,1,56.46,621,1,2,2,5,Hibernating / Lost,MG
cust_013856,2016-06-22,2,60.38,800,1,4,2,7,At Risk (was frequent),MG
cust_013857,2017-07-18,1,106.95,409,2,2,3,7,Hibernating / Lost,SP
cust_013858,2017-11-02,1,64.74,302,3,2,2,7,Potential Loyalists,SP
cust_013859,2016-03-16,1,156.29,898,1,2,3,6,Hibernating / Lost,SP
cust_013860,2018-05-07,1,39.81,116,4,2,1,7,Potential Loyalists,ES
cust_013861,2018-07-31,1,61.64,31,4,2,2,8,Potential Loyalists,SP
cust_013862,2017-12-26,2,529.29,248,3,4,4,11,Loyal Customers,SP
cust_013863,2016-12-04,1,69.43,635,1,2,2,5,Hibernating / Lost,SP
cust_013864,2018-07-29,1,137.26,33,4,2,3,9,Potential Loyalists,PR
cust_013865,2018-06-08,3,308.12,84,4,4,4,12,Champions,RJ
cust_013866,2017-08-22,1,30.43,374,2,2,1,5,Hibernating / Lost,SP
cust_013867,2018-06-14,1,16.72,78,4,2,1,7,Potential Loyalists,PE
cust_013868,2017-03-04,1,119.12,545,2,2,3,7,Hibernating / Lost,ES
cust_013869,2016-06-18,1,26.62,804,1,2,1,4,Hibernating / Lost,GO
cust_013870,2018-08-04,2,136.53,27,4,4,3,11,Champions,Unknown
cust_013871,2017-11-02,4,651.08,302,3,4,4,11,Loyal Customers,SP
cust_013872,2016-12-07,1,38.41,632,1,2,1,4,Hibernating / Lost,SP
cust_013873,2018-04-21,2,308.86,132,4,4,4,12,Champions,SP
cust_013874,2017-09-16,2,149.89,349,2,4,3,9,At Risk (was frequent),MG
cust_013875,2016-05-24,1,27.86,829,1,2,1,4,Hibernating / Lost,SP
cust_013876,2017-06-01,1,69.81,456,2,2,2,6,Hibernating / Lost,RJ
cust_013877,2017-10-28,1,38.78,307,3,2,1,6,Potential Loyalists,MG
cust_013878,2017-05-30,2,341.51,458,2,4,4,10,At Risk (was frequent),PR
cust_013879,2016-03-02,1,91.93,912,1,2,2,5,Hibernating / Lost,SP
cust_013880,2016-10-09,1,36.68,691,1,2,1,4,Hibernating / Lost,GO
cust_013881,2016-03-07,1,191.83,907,1,2,3,6,Hibernating / Lost,RJ
cust_013882,2016-11-20,1,53.01,649,1,2,2,5,Hibernating / Lost,MG
cust_013883,2018-05-22,3,329.45,101,4,4,4,12,Champions,ES
cust_013884,2018-08-31,1,82.84,0,4,2,2,8,Potential Loyalists,SP
cust_013885,2017-09-14,1,23.19,351,2,2,1,5,Hibernating / Lost,PE
cust_013886,2017-12-16,2,733.6,258,3,4,4,11,Loyal Customers,SC
cust_013887,2016-12-07,1,133.41,632,1,2,3,6,Hibernating / Lost,AL
cust_013888,2018-06-06,1,16.24,86,4,2,1,7,Potential Loyalists,SP
cust_013889,2018-05-31,4,501.34,92,4,4,4,12,Champions,SP
cust_013890,2017-11-29,1,26.91,275,3,2,1,6,Potential Loyalists,SP
cust_013891,2018-08-07,1,26.53,24,4,2,1,7,Potential Loyalists,SC
cust_013892,2018-04-10,2,98.82,143,4,4,3,11,Champions,SP
cust_013893,2017-12-31,2,248.35,243,3,4,4,11,Loyal Customers,SP
cust_013894,2017-07-31,1,66.3,396,2,2,2,6,Hibernating / Lost,PB
cust_013895,2018-04-14,2,435.26,139,4,4,4,12,Champions,RJ
cust_013896,2017-02-26,3,523.39,551,2,4,4,10,At Risk (was frequent),SP
cust_013897,2018-06-16,1,86.75,76,4,2,2,8,Potential Loyalists,PR
cust_013898,2017-10-07,1,167.29,328,3,2,3,8,Potential Loyalists,SP
cust_013899,2017-07-17,1,145.75,410,2,2,3,7,Hibernating / Lost,RJ
