order_id,payment_sequential,payment_type,payment_installments,payment_value
order_027022,1,credit_card,2,440.37
order_027023,1,credit_card,2,41.88
order_027024,1,credit_card,3,45.42
order_027025,1,credit_card,1,142.66
order_027026,1,credit_card,12,39.33
order_027027,1,credit_card,1,66.53
order_027028,1,boleto,1,39.23
order_027029,1,credit_card,1,15.72
order_027030,1,voucher,1,66.37
order_027031,1,credit_card,6,68.5
order_027032,1,credit_card,1,1118.91
order_027033,1,credit_card,6,130.63
order_027034,1,voucher,1,155.11
order_027034,2,credit_card,2,702.88
order_027035,1,boleto,1,270.61
order_027036,1,boleto,1,70.04
order_027037,1,credit_card,6,54.62
order_027038,1,credit_card,1,230.35
order_027039,1,credit_card,12,226.85
order_027040,1,credit_card,3,311.53
order_027041,1,credit_card,10,163.21
order_027042,1,credit_card,1,54.81
order_027043,1,credit_card,1,356.68
order_027044,1,credit_card,10,264.6
order_027045,1,credit_card,6,32.47
order_027046,1,voucher,1,273.18
order_027047,1,credit_card,10,27.34
order_027048,1,debit_card,1,71.78
order_027049,1,voucher,1,24.15
order_027049,2,boleto,1,99.44
order_027050,1,credit_card,1,340.13
order_027051,1,credit_card,6,42.59
order_027052,1,voucher,1,6.07
order_027052,2,voucher,1,27.79
order_027053,1,credit_card,1,109.47
order_027054,1,credit_card,12,268.09
order_027055,1,credit_card,10,175.07
order_027056,1,credit_card,6,20.61
order_027057,1,credit_card,1,65.3
order_027058,1,boleto,1,120.87
order_027059,1,debit_card,1,739.75
order_027060,1,credit_card,6,59.41
order_027061,1,credit_card,1,34.36
order_027062,1,credit_card,1,121.98
order_027063,1,credit_card,2,570.57
order_027064,1,boleto,1,231.22
order_027065,1,credit_card,6,75.05
order_027066,1,credit_card,2,138.35
order_027067,1,credit_card,1,34.64
order_027068,1,boleto,1,108.53
order_027069,1,credit_card,10,132.8
order_027070,1,credit_card,12,158.57
order_027071,1,credit_card,12,19.39
order_027072,1,credit_card,2,169.05
order_027073,1,credit_card,2,98.95
order_027074,1,credit_card,1,260.28
order_027075,1,boleto,1,405.83
order_027076,1,credit_card,10,35.47
order_027077,1,credit_card,2,142.02
order_027078,1,credit_card,1,29.82
order_027079,1,voucher,1,3.33
order_027079,2,credit_card,1,21.71
order_027080,1,credit_card,1,123.5
order_027081,1,credit_card,2,27.81
order_027082,1,credit_card,1,85.79
order_027083,1,credit_card,3,66.07
order_027084,1,voucher,1,11.0
order_027084,2,credit_card,1,38.62
order_027085,1,debit_card,1,50.58
order_027086,1,credit_card,1,26.93
order_027087,1,voucher,1,12.2
order_027087,2,credit_card,6,47.87
order_027088,1,credit_card,2,190.55
order_027089,1,credit_card,1,28.89
order_027090,1,credit_card,12,32.39
order_027091,1,credit_card,2,46.92
order_027092,1,boleto,1,121.74
order_027093,1,credit_card,6,55.33
order_027094,1,credit_card,3,60.2
order_027095,1,credit_card,1,164.58
order_027096,1,voucher,1,108.65
order_027097,1,boleto,1,149.26
order_027098,1,credit_card,1,54.71
order_027099,1,credit_card,3,155.01
order_027100,1,credit_card,1,45.71
order_027101,1,voucher,1,17.77
order_027101,2,credit_card,3,72.81
order_027102,1,credit_card,1,21.22
order_027103,1,credit_card,6,59.96
order_027104,1,credit_card,2,237.97
order_027105,1,credit_card,6,25.59
order_027106,1,voucher,1,33.41
order_027106,2,credit_card,3,210.63
order_027107,1,credit_card,3,98.57
order_027108,1,boleto,1,363.35
order_027109,1,debit_card,1,64.55
order_027110,1,credit_card,6,92.41
order_027111,1,credit_card,2,365.32
order_027112,1,credit_card,6,302.17
order_027113,1,credit_card,2,66.5
order_027114,1,credit_card,1,197.13
order_027115,1,boleto,1,197.42
order_027116,1,credit_card,6,44.59
order_027117,1,boleto,1,56.86
order_027118,1,credit_card,1,161.55
order_027119,1,credit_card,1,179.01
order_027120,1,credit_card,1,220.84
order_027121,1,credit_card,6,33.08
order_027122,1,boleto,1,47.55
order_027123,1,voucher,1,100.74
order_027124,1,boleto,1,75.25
order_027125,1,boleto,1,283.17
order_027126,1,credit_card,10,54.91
order_027127,1,credit_card,3,55.12
order_027128,1,credit_card,12,82.9
order_027129,1,credit_card,2,251.07
order_027130,1,credit_card,3,76.44
order_027131,1,credit_card,2,69.92
order_027132,1,credit_card,6,190.51
order_027133,1,credit_card,10,166.75
order_027134,1,boleto,1,142.2
order_027135,1,credit_card,2,57.35
order_027136,1,boleto,1,230.9
order_027137,1,credit_card,1,18.87
order_027138,1,voucher,1,57.8
order_027139,1,boleto,1,52.0
order_027140,1,credit_card,6,111.58
order_027141,1,credit_card,1,163.14
order_027142,1,credit_card,6,195.49
order_027143,1,boleto,1,74.4
order_027144,1,credit_card,2,148.12
order_027145,1,credit_card,1,35.08
order_027146,1,credit_card,1,21.14
order_027147,1,voucher,1,10.82
order_027147,2,credit_card,1,48.15
order_027148,1,voucher,1,13.01
order_027148,2,credit_card,1,32.52
order_027149,1,boleto,1,274.48
order_027150,1,credit_card,1,123.57
order_027151,1,credit_card,2,17.06
order_027152,1,debit_card,1,81.77
order_027153,1,voucher,1,54.6
order_027153,2,credit_card,6,155.96
order_027154,1,credit_card,1,208.11
order_027155,1,credit_card,2,377.48
order_027156,1,credit_card,12,84.6
order_027157,1,boleto,1,113.76
order_027158,1,credit_card,2,355.53
order_027159,1,credit_card,3,94.51
order_027160,1,credit_card,2,90.75
order_027161,1,credit_card,12,35.23
order_027162,1,credit_card,12,72.26
order_027163,1,credit_card,6,46.18
order_027164,1,credit_card,6,73.89
order_027165,1,credit_card,3,148.08
order_027166,1,voucher,1,6.36
order_027166,2,boleto,1,20.76
order_027167,1,credit_card,6,27.28
order_027168,1,boleto,1,193.09
order_027169,1,voucher,1,3.11
order_027169,2,credit_card,1,18.89
order_027170,1,voucher,1,23.01
order_027171,1,credit_card,3,340.09
order_027172,1,voucher,1,2.02
order_027172,2,boleto,1,16.46
order_027173,1,credit_card,6,143.89
order_027174,1,credit_card,10,458.9
order_027175,1,credit_card,1,238.8
order_027176,1,credit_card,2,13.72
order_027177,1,credit_card,10,235.09
order_027178,1,credit_card,1,28.04
order_027179,1,boleto,1,42.82
order_027180,1,credit_card,12,39.89
order_027181,1,boleto,1,69.51
order_027182,1,credit_card,10,79.13
order_027183,1,credit_card,2,135.28
order_027184,1,credit_card,1,46.57
order_027185,1,credit_card,6,503.77
order_027186,1,credit_card,1,69.11
order_027187,1,credit_card,10,49.4
order_027188,1,debit_card,1,22.1
order_027189,1,credit_card,1,116.03
order_027190,1,credit_card,1,168.75
order_027191,1,credit_card,1,320.15
order_027192,1,credit_card,2,485.93
order_027193,1,credit_card,3,92.06
order_027194,1,credit_card,6,32.78
order_027195,1,credit_card,1,140.5
order_027196,1,boleto,1,80.78
order_027197,1,boleto,1,68.33
order_027198,1,credit_card,2,752.1
order_027199,1,credit_card,2,61.64
order_027200,1,credit_card,1,15.78
order_027201,1,credit_card,1,168.01
order_027202,1,credit_card,3,205.35
order_027203,1,credit_card,10,53.04
order_027204,1,credit_card,3,58.97
order_027205,1,credit_card,2,87.31
order_027206,1,voucher,1,23.73
order_027206,2,boleto,1,102.03
order_027207,1,voucher,1,18.07
order_027207,2,credit_card,10,74.99
order_027208,1,debit_card,1,104.93
order_027209,1,credit_card,3,19.07
order_027210,1,voucher,1,61.09
order_027211,1,boleto,1,90.83
order_027212,1,credit_card,12,64.8
order_027213,1,credit_card,10,320.73
order_027214,1,credit_card,12,32.32
order_027215,1,credit_card,1,231.23
order_027216,1,debit_card,1,460.41
order_027217,1,boleto,1,142.19
order_027218,1,boleto,1,179.29
order_027219,1,voucher,1,103.66
order_027220,1,debit_card,1,37.51
order_027221,1,credit_card,6,19.91
order_027222,1,credit_card,1,526.66
order_027223,1,boleto,1,13.11
order_027224,1,voucher,1,31.38
order_027224,2,credit_card,3,95.3
order_027225,1,boleto,1,200.49
order_027226,1,credit_card,6,32.02
order_027227,1,credit_card,10,59.75
order_027228,1,credit_card,10,51.97
order_027229,1,boleto,1,18.32
order_027230,1,credit_card,1,54.08
order_027231,1,credit_card,1,159.56
order_027232,1,credit_card,2,778.02
order_027233,1,credit_card,10,310.62
order_027234,1,credit_card,1,304.42
order_027235,1,credit_card,3,193.28
order_027236,1,debit_card,1,50.94
order_027237,1,credit_card,1,176.12
order_027238,1,credit_card,6,37.68
order_027239,1,voucher,1,7.99
order_027239,2,debit_card,1,31.76
order_027240,1,credit_card,3,227.62
order_027241,1,credit_card,3,25.19
order_027242,1,credit_card,6,393.55
order_027243,1,credit_card,3,141.09
order_027244,1,voucher,1,5.61
order_027244,2,credit_card,3,20.8
order_027245,1,credit_card,3,180.54
order_027246,1,voucher,1,3.87
order_027246,2,credit_card,6,19.33
order_027247,1,credit_card,12,151.05
order_027248,1,credit_card,1,28.45
order_027249,1,credit_card,1,233.19
order_027250,1,credit_card,12,33.96
order_027251,1,credit_card,6,92.02
order_027252,1,credit_card,6,50.72
order_027253,1,boleto,1,56.54
order_027254,1,credit_card,1,177.72
order_027255,1,credit_card,1,163.5
order_027256,1,credit_card,1,285.2
order_027257,1,voucher,1,6.65
order_027257,2,credit_card,10,58.1
order_027258,1,credit_card,1,174.94
order_027259,1,credit_card,2,26.91
order_027260,1,credit_card,1,39.64
order_027261,1,boleto,1,48.02
order_027262,1,credit_card,12,197.31
order_027263,1,credit_card,3,212.12
order_027264,1,boleto,1,55.33
order_027265,1,credit_card,12,114.84
order_027266,1,credit_card,6,304.94
order_027267,1,credit_card,1,105.2
order_027268,1,boleto,1,112.11
order_027269,1,credit_card,3,280.24
order_027270,1,credit_card,12,148.14
order_027271,1,credit_card,1,68.65
order_027272,1,credit_card,2,84.55
order_027273,1,credit_card,2,51.77
order_027274,1,credit_card,2,197.29
order_027275,1,voucher,1,20.83
order_027275,2,credit_card,6,58.83
order_027276,1,credit_card,3,50.7
order_027277,1,credit_card,2,162.66
order_027278,1,boleto,1,27.15
order_027279,1,boleto,1,19.29
order_027280,1,credit_card,3,49.2
order_027281,1,credit_card,3,19.57
order_027282,1,voucher,1,7.49
order_027282,2,credit_card,3,53.58
order_027283,1,voucher,1,66.18
order_027284,1,credit_card,1,409.11
order_027285,1,credit_card,1,70.13
order_027286,1,voucher,1,166.87
order_027287,1,credit_card,10,225.69
order_027288,1,boleto,1,36.34
order_027289,1,credit_card,6,40.34
order_027290,1,boleto,1,18.91
order_027291,1,credit_card,3,535.26
order_027292,1,credit_card,3,90.07
order_027293,1,credit_card,1,24.89
order_027294,1,credit_card,10,501.62
order_027295,1,credit_card,12,206.87
order_027296,1,credit_card,3,130.17
order_027297,1,credit_card,1,426.62
order_027298,1,debit_card,1,465.92
order_027299,1,credit_card,3,106.31
order_027300,1,credit_card,2,66.35
order_027301,1,voucher,1,40.79
order_027301,2,credit_card,6,108.38
order_027302,1,debit_card,1,23.77
order_027303,1,credit_card,6,19.94
order_027304,1,voucher,1,52.27
order_027304,2,credit_card,1,214.24
order_027305,1,credit_card,6,299.97
order_027306,1,boleto,1,105.37
order_027307,1,credit_card,6,96.66
order_027308,1,credit_card,1,255.31
order_027309,1,boleto,1,118.97
order_027310,1,credit_card,3,979.82
order_027311,1,credit_card,1,25.01
order_027312,1,credit_card,1,274.29
order_027313,1,boleto,1,111.34
order_027314,1,voucher,1,73.8
order_027314,2,credit_card,6,234.08
order_027315,1,boleto,1,271.84
order_027316,1,credit_card,2,169.27
order_027317,1,credit_card,3,34.32
order_027318,1,credit_card,1,29.17
order_027319,1,credit_card,6,117.44
order_027320,1,credit_card,6,36.37
order_027321,1,voucher,1,41.24
order_027321,2,credit_card,6,227.64
order_027322,1,credit_card,2,54.6
order_027323,1,credit_card,3,79.01
order_027324,1,credit_card,3,181.4
order_027325,1,credit_card,2,60.48
order_027326,1,credit_card,2,86.01
order_027327,1,credit_card,1,90.92
order_027328,1,credit_card,2,97.71
order_027329,1,credit_card,1,62.31
order_027330,1,credit_card,1,40.24
order_027331,1,credit_card,3,64.3
order_027332,1,credit_card,1,28.61
order_027333,1,credit_card,2,40.27
order_027334,1,boleto,1,32.92
order_027335,1,voucher,1,107.25
order_027336,1,credit_card,3,45.33
order_027337,1,credit_card,1,601.19
order_027338,1,voucher,1,3.27
order_027338,2,boleto,1,18.07
order_027339,1,credit_card,2,238.18
order_027340,1,credit_card,1,115.84
order_027341,1,credit_card,1,15.73
order_027342,1,credit_card,10,15.12
order_027343,1,credit_card,1,77.33
order_027344,1,debit_card,1,173.2
order_027345,1,credit_card,2,102.08
order_027346,1,credit_card,1,51.01
order_027347,1,boleto,1,140.8
order_027348,1,credit_card,6,30.6
order_027349,1,credit_card,1,106.54
order_027350,1,boleto,1,86.03
order_027351,1,credit_card,3,145.63
order_027352,1,credit_card,10,160.53
order_027353,1,credit_card,6,12.52
order_027354,1,credit_card,10,35.58
order_027355,1,credit_card,1,769.7
order_027356,1,debit_card,1,51.41
order_027357,1,boleto,1,84.22
order_027358,1,voucher,1,40.48
order_027358,2,credit_card,1,121.1
order_027359,1,credit_card,1,135.83
order_027360,1,credit_card,10,311.36
order_027361,1,credit_card,2,77.26
order_027362,1,credit_card,12,25.59
order_027363,1,credit_card,1,110.32
order_027364,1,credit_card,2,188.69
order_027365,1,credit_card,10,44.73
order_027366,1,credit_card,1,121.44
order_027367,1,credit_card,1,178.3
order_027368,1,credit_card,1,235.99
order_027369,1,credit_card,12,58.66
order_027370,1,credit_card,1,36.48
order_027371,1,credit_card,12,388.59
order_027372,1,boleto,1,462.51
order_027373,1,credit_card,10,76.7
order_027374,1,credit_card,3,64.03
order_027375,1,boleto,1,334.94
order_027376,1,boleto,1,86.26
order_027377,1,credit_card,1,31.04
order_027378,1,credit_card,2,261.84
order_027379,1,boleto,1,33.34
order_027380,1,credit_card,2,112.23
order_027381,1,credit_card,6,39.85
order_027382,1,credit_card,1,162.81
order_027383,1,credit_card,2,56.44
order_027384,1,boleto,1,96.74
order_027385,1,boleto,1,35.99
order_027386,1,credit_card,1,139.57
order_027387,1,voucher,1,67.94
order_027388,1,credit_card,10,243.44
order_027389,1,credit_card,1,52.44
order_027390,1,credit_card,3,46.92
order_027391,1,boleto,1,205.11
order_027392,1,credit_card,6,173.16
order_027393,1,boleto,1,105.25
order_027394,1,credit_card,1,58.03
order_027395,1,boleto,1,77.44
order_027396,1,credit_card,3,41.69
order_027397,1,credit_card,1,43.51
order_027398,1,boleto,1,21.51
order_027399,1,boleto,1,40.34
order_027400,1,credit_card,6,45.22
order_027401,1,voucher,1,16.87
order_027402,1,voucher,1,16.68
order_027402,2,credit_card,6,102.02
order_027403,1,credit_card,1,338.85
order_027404,1,credit_card,6,53.71
order_027405,1,credit_card,1,77.69
order_027406,1,boleto,1,26.53
order_027407,1,credit_card,10,20.47
order_027408,1,credit_card,3,84.5
order_027409,1,credit_card,2,185.94
order_027410,1,credit_card,1,23.86
order_027411,1,credit_card,10,33.62
order_027412,1,boleto,1,32.18
order_027413,1,boleto,1,47.69
order_027414,1,voucher,1,18.35
order_027414,2,credit_card,1,136.09
order_027415,1,credit_card,10,118.7
order_027416,1,voucher,1,39.49
order_027416,2,credit_card,6,93.94
order_027417,1,voucher,1,160.57
order_027418,1,credit_card,2,38.35
order_027419,1,credit_card,6,35.35
order_027420,1,credit_card,1,606.06
order_027421,1,credit_card,1,147.8
order_027422,1,boleto,1,123.24
order_027423,1,credit_card,1,16.53
order_027424,1,boleto,1,19.94
order_027425,1,voucher,1,40.06
order_027426,1,credit_card,12,31.24
order_027427,1,credit_card,1,31.06
order_027428,1,credit_card,10,245.45
order_027429,1,credit_card,12,74.62
order_027430,1,credit_card,6,74.06
order_027431,1,voucher,1,16.98
order_027431,2,credit_card,10,65.31
order_027432,1,credit_card,1,162.71
order_027433,1,credit_card,3,1218.24
order_027434,1,credit_card,1,775.9
order_027435,1,credit_card,3,55.96
order_027436,1,boleto,1,141.32
order_027437,1,credit_card,10,194.2
order_027438,1,boleto,1,38.88
order_027439,1,credit_card,1,222.03
order_027440,1,boleto,1,41.68
order_027441,1,voucher,1,70.76
order_027442,1,credit_card,1,108.87
order_027443,1,boleto,1,155.98
order_027444,1,credit_card,3,188.58
order_027445,1,credit_card,1,122.88
order_027446,1,credit_card,6,161.0
order_027447,1,boleto,1,19.92
order_027448,1,debit_card,1,54.93
order_027449,1,boleto,1,178.53
order_027450,1,boleto,1,96.45
order_027451,1,credit_card,1,50.14
order_027452,1,debit_card,1,256.08
order_027453,1,credit_card,6,918.16
order_027454,1,credit_card,10,174.09
order_027455,1,credit_card,10,61.67
order_027456,1,credit_card,2,825.06
order_027457,1,boleto,1,16.82
order_027458,1,boleto,1,24.91
order_027459,1,boleto,1,257.09
order_027460,1,credit_card,2,65.28
order_027461,1,credit_card,12,17.06
order_027462,1,credit_card,12,25.72
order_027463,1,credit_card,1,20.23
order_027464,1,voucher,1,29.35
order_027465,1,credit_card,1,108.78
order_027466,1,credit_card,1,38.51
order_027467,1,credit_card,10,50.26
order_027468,1,credit_card,6,76.26
order_027469,1,credit_card,1,177.14
order_027470,1,credit_card,12,100.57
order_027471,1,credit_card,1,72.43
order_027472,1,credit_card,3,37.09
order_027473,1,credit_card,10,89.37
order_027474,1,credit_card,1,18.4
order_027475,1,credit_card,1,372.98
order_027476,1,credit_card,12,192.82
order_027477,1,credit_card,1,318.18
order_027478,1,credit_card,1,396.75
order_027479,1,credit_card,12,238.56
order_027480,1,boleto,1,51.47
order_027481,1,credit_card,12,57.71
order_027482,1,boleto,1,68.37
order_027483,1,boleto,1,160.44
order_027484,1,credit_card,6,226.44
order_027485,1,credit_card,2,546.74
order_027486,1,boleto,1,443.83
order_027487,1,boleto,1,15.41
order_027488,1,credit_card,3,62.95
order_027489,1,credit_card,1,151.4
order_027490,1,boleto,1,1084.06
order_027491,1,credit_card,1,266.37
order_027492,1,voucher,1,261.29
order_027493,1,credit_card,6,132.65
order_027494,1,credit_card,12,22.28
order_027495,1,credit_card,1,365.42
order_027496,1,credit_card,3,80.87
order_027497,1,credit_card,1,37.24
order_027498,1,credit_card,2,203.75
order_027499,1,credit_card,2,257.67
order_027500,1,credit_card,3,149.53
order_027501,1,voucher,1,18.09
order_027501,2,credit_card,6,118.08
order_027502,1,voucher,1,217.94
order_027503,1,boleto,1,16.31
order_027504,1,credit_card,6,243.25
order_027505,1,credit_card,10,155.81
order_027506,1,credit_card,1,49.76
order_027507,1,credit_card,1,165.6
order_027508,1,boleto,1,25.62
order_027509,1,credit_card,10,236.94
order_027510,1,credit_card,1,173.32
order_027511,1,credit_card,1,134.49
order_027512,1,boleto,1,126.25
order_027513,1,credit_card,1,381.56
order_027514,1,debit_card,1,95.56
order_027515,1,credit_card,1,225.05
order_027516,1,credit_card,1,118.96
order_027517,1,boleto,1,143.71
order_027518,1,credit_card,1,45.68
order_027519,1,credit_card,1,49.3
order_027520,1,credit_card,6,34.89
order_027521,1,credit_card,12,217.23
order_027522,1,boleto,1,65.53
order_027523,1,credit_card,2,34.5
order_027524,1,boleto,1,26.18
order_027525,1,boleto,1,57.82
order_027526,1,credit_card,1,420.04
order_027527,1,credit_card,6,196.82
order_027528,1,credit_card,10,1014.75
order_027529,1,debit_card,1,263.07
order_027530,1,boleto,1,14.7
order_027531,1,credit_card,10,108.09
order_027532,1,credit_card,1,101.72
order_027533,1,credit_card,1,47.0
order_027534,1,credit_card,3,246.41
order_027535,1,voucher,1,47.85
order_027535,2,credit_card,3,305.99
order_027536,1,credit_card,1,127.24
order_027537,1,credit_card,12,190.69
order_027538,1,credit_card,1,45.45
order_027539,1,voucher,1,2.39
order_027539,2,credit_card,6,13.24
order_027540,1,boleto,1,240.16
order_027541,1,credit_card,1,931.56
order_027542,1,credit_card,6,217.09
order_027543,1,credit_card,12,203.43
order_027544,1,credit_card,2,57.8
order_027545,1,credit_card,6,64.84
order_027546,1,voucher,1,21.66
order_027547,1,credit_card,2,440.62
order_027548,1,credit_card,1,106.25
order_027549,1,credit_card,12,153.66
order_027550,1,credit_card,10,110.76
order_027551,1,credit_card,1,104.81
order_027552,1,credit_card,10,58.85
order_027553,1,voucher,1,27.41
order_027554,1,boleto,1,236.93
order_027555,1,credit_card,6,234.47
order_027556,1,boleto,1,24.2
order_027557,1,credit_card,1,139.58
order_027558,1,credit_card,6,142.75
order_027559,1,credit_card,1,304.8
order_027560,1,credit_card,10,66.52
order_027561,1,credit_card,2,340.73
order_027562,1,credit_card,2,105.78
order_027563,1,credit_card,6,52.84
order_027564,1,credit_card,6,74.26
order_027565,1,debit_card,1,1131.08
order_027566,1,credit_card,1,58.62
order_027567,1,credit_card,6,80.87
order_027568,1,voucher,1,3.39
order_027568,2,voucher,1,22.15
order_027569,1,credit_card,2,56.42
order_027570,1,credit_card,12,97.49
order_027571,1,credit_card,3,189.58
order_027572,1,voucher,1,27.3
order_027572,2,credit_card,1,79.37
order_027573,1,credit_card,2,52.94
order_027574,1,voucher,1,108.73
order_027575,1,credit_card,2,162.14
order_027576,1,credit_card,12,29.95
order_027577,1,credit_card,1,18.92
order_027578,1,boleto,1,18.54
order_027579,1,voucher,1,11.1
order_027579,2,debit_card,1,80.73
order_027580,1,credit_card,12,215.21
order_027581,1,boleto,1,173.55
order_027582,1,credit_card,3,230.41
order_027583,1,credit_card,2,20.76
order_027584,1,credit_card,3,34.49
order_027585,1,credit_card,12,61.37
order_027586,1,credit_card,6,221.82
order_027587,1,credit_card,1,32.9
order_027588,1,credit_card,3,268.96
order_027589,1,credit_card,1,26.88
order_027590,1,credit_card,1,173.4
order_027591,1,credit_card,6,100.08
order_027592,1,credit_card,1,870.58
order_027593,1,credit_card,2,71.89
order_027594,1,credit_card,2,278.12
order_027595,1,credit_card,3,368.74
order_027596,1,credit_card,2,279.37
order_027597,1,credit_card,6,121.99
order_027598,1,credit_card,6,253.33
order_027599,1,credit_card,1,84.24
order_027600,1,voucher,1,9.29
order_027600,2,credit_card,3,79.97
order_027601,1,boleto,1,81.49
order_027602,1,credit_card,2,72.21
order_027603,1,credit_card,2,104.18
order_027604,1,credit_card,2,149.72
order_027605,1,boleto,1,63.62
order_027606,1,credit_card,3,461.03
order_027607,1,voucher,1,100.31
order_027608,1,boleto,1,105.56
order_027609,1,credit_card,10,12.86
order_027610,1,credit_card,1,72.26
order_027611,1,boleto,1,48.53
order_027612,1,credit_card,3,222.18
order_027613,1,credit_card,3,29.43
order_027614,1,credit_card,10,149.31
order_027615,1,credit_card,1,79.79
order_027616,1,credit_card,3,265.03
order_027617,1,boleto,1,64.34
order_027618,1,credit_card,3,41.57
order_027619,1,credit_card,3,56.19
order_027620,1,boleto,1,32.54
order_027621,1,credit_card,1,33.47
order_027622,1,credit_card,1,66.68
order_027623,1,credit_card,12,42.48
order_027624,1,credit_card,3,51.08
order_027625,1,credit_card,12,242.86
order_027626,1,credit_card,10,406.56
order_027627,1,credit_card,2,77.69
order_027628,1,boleto,1,251.02
order_027629,1,credit_card,3,36.67
order_027630,1,boleto,1,95.61
order_027631,1,credit_card,1,56.36
order_027632,1,debit_card,1,78.61
order_027633,1,credit_card,2,60.54
order_027634,1,credit_card,2,184.63
order_027635,1,credit_card,6,59.07
order_027636,1,credit_card,6,108.76
order_027637,1,credit_card,1,31.12
order_027638,1,voucher,1,346.49
order_027639,1,credit_card,6,36.1
order_027640,1,credit_card,3,96.14
order_027641,1,debit_card,1,34.71
order_027642,1,credit_card,3,915.94
order_027643,1,credit_card,10,33.35
order_027644,1,credit_card,1,218.89
order_027645,1,credit_card,2,43.44
order_027646,1,credit_card,6,89.64
order_027647,1,debit_card,1,378.1
order_027648,1,boleto,1,20.01
order_027649,1,voucher,1,87.71
order_027650,1,credit_card,2,93.34
order_027651,1,credit_card,1,196.88
order_027652,1,credit_card,1,317.87
order_027653,1,boleto,1,30.34
order_027654,1,credit_card,10,45.72
order_027655,1,boleto,1,33.59
order_027656,1,credit_card,6,409.47
order_027657,1,boleto,1,95.28
order_027658,1,boleto,1,21.49
order_027659,1,credit_card,10,118.76
order_027660,1,boleto,1,27.91
order_027661,1,voucher,1,21.66
order_027662,1,credit_card,10,180.46
order_027663,1,boleto,1,39.67
order_027664,1,credit_card,12,106.39
order_027665,1,credit_card,10,74.77
order_027666,1,credit_card,12,57.56
order_027667,1,credit_card,2,37.38
order_027668,1,credit_card,6,87.12
order_027669,1,debit_card,1,46.89
order_027670,1,debit_card,1,525.16
order_027671,1,credit_card,2,212.17
order_027672,1,credit_card,6,136.63
order_027673,1,credit_card,1,25.16
order_027674,1,boleto,1,33.31
order_027675,1,credit_card,3,270.9
order_027676,1,boleto,1,322.55
order_027677,1,credit_card,1,545.17
order_027678,1,credit_card,2,226.81
order_027679,1,boleto,1,73.02
order_027680,1,voucher,1,61.3
order_027681,1,credit_card,1,61.51
order_027682,1,credit_card,1,91.67
order_027683,1,credit_card,10,31.54
order_027684,1,voucher,1,29.05
order_027684,2,credit_card,3,99.34
order_027685,1,debit_card,1,280.05
order_027686,1,credit_card,2,39.87
order_027687,1,boleto,1,122.79
order_027688,1,credit_card,1,43.42
order_027689,1,boleto,1,44.72
order_027690,1,boleto,1,494.28
order_027691,1,credit_card,2,83.53
order_027692,1,credit_card,1,135.39
order_027693,1,credit_card,1,197.91
order_027694,1,credit_card,2,132.89
order_027695,1,boleto,1,76.37
order_027696,1,credit_card,2,66.91
order_027697,1,credit_card,1,139.55
order_027698,1,credit_card,3,113.74
order_027699,1,boleto,1,96.68
order_027700,1,credit_card,3,94.46
order_027701,1,credit_card,6,40.24
order_027702,1,boleto,1,196.82
order_027703,1,credit_card,1,21.31
order_027704,1,credit_card,12,493.63
order_027705,1,boleto,1,67.4
order_027706,1,boleto,1,30.95
order_027707,1,boleto,1,178.33
order_027708,1,boleto,1,269.0
order_027709,1,credit_card,1,233.29
order_027710,1,credit_card,12,34.08
order_027711,1,credit_card,6,23.58
order_027712,1,credit_card,1,551.2
order_027713,1,boleto,1,206.53
order_027714,1,credit_card,1,31.77
order_027715,1,credit_card,2,91.72
order_027716,1,boleto,1,38.85
order_027717,1,credit_card,6,109.28
order_027718,1,credit_card,1,364.41
order_027719,1,credit_card,10,89.6
order_027720,1,credit_card,10,168.87
order_027721,1,credit_card,1,186.19
order_027722,1,credit_card,6,46.66
order_027723,1,voucher,1,19.84
order_027724,1,credit_card,12,26.84
order_027725,1,credit_card,10,194.01
order_027726,1,voucher,1,16.62
order_027726,2,voucher,1,76.51
order_027727,1,credit_card,10,50.49
order_027728,1,boleto,1,49.23
order_027729,1,credit_card,1,120.93
order_027730,1,credit_card,6,30.37
order_027731,1,credit_card,1,61.81
order_027732,1,credit_card,1,334.34
order_027733,1,voucher,1,2.47
order_027733,2,boleto,1,17.23
order_027734,1,credit_card,2,134.96
order_027735,1,boleto,1,44.44
order_027736,1,credit_card,12,32.24
order_027737,1,voucher,1,8.05
order_027737,2,boleto,1,38.94
order_027738,1,credit_card,1,330.0
order_027739,1,credit_card,2,97.13
order_027740,1,credit_card,10,679.59
order_027741,1,credit_card,2,125.8
order_027742,1,boleto,1,46.02
order_027743,1,credit_card,12,55.06
order_027744,1,credit_card,10,16.43
order_027745,1,credit_card,1,50.12
order_027746,1,credit_card,1,47.4
order_027747,1,credit_card,1,20.98
order_027748,1,credit_card,6,77.52
order_027749,1,boleto,1,163.75
order_027750,1,credit_card,10,123.54
order_027751,1,boleto,1,26.04
order_027752,1,credit_card,2,425.46
order_027753,1,voucher,1,24.09
order_027754,1,credit_card,6,149.74
order_027755,1,credit_card,2,41.64
order_027756,1,debit_card,1,63.11
order_027757,1,credit_card,1,92.62
order_027758,1,credit_card,1,132.27
order_027759,1,credit_card,2,104.5
order_027760,1,voucher,1,381.78
order_027761,1,credit_card,1,61.4
order_027762,1,credit_card,10,48.49
order_027763,1,credit_card,2,27.38
order_027764,1,credit_card,12,53.23
