order_id,order_item_id,product_id,seller_id,price,freight_value,item_cost,item_margin
order_022782,2,prod_01381,seller_00485,22.11,14.27,14.47,7.64
order_020218,1,prod_01936,seller_00260,132.36,23.19,45.89,86.47
order_012613,1,prod_01499,seller_00252,133.12,23.26,130.63,2.49
order_023779,1,prod_01814,seller_00439,7.4,10.57,10.44,-3.04
order_015186,3,prod_00803,seller_00320,82.41,15.9,24.85,57.56
order_005222,1,prod_01986,seller_00341,22.02,12.61,9.65,12.37
order_027952,1,prod_01293,seller_00436,24.85,8.36,13.41,11.44
order_019327,1,prod_00126,seller_00477,21.46,10.66,10.74,10.72
order_006496,1,prod_00049,seller_00134,25.25,14.44,7.81,17.44
order_018558,1,prod_00568,seller_00467,7.41,10.31,6.79,0.62
order_016835,2,prod_01796,seller_00362,229.43,39.47,114.92,114.51
order_028657,1,prod_00081,seller_00100,55.74,13.52,45.89,9.85
order_023948,2,prod_00347,seller_00370,27.76,14.54,19.29,8.47
order_019209,1,prod_01020,seller_00229,43.6,15.88,15.72,27.88
order_011384,1,prod_00137,seller_00300,16.73,7.95,17.79,-1.06
order_002032,1,prod_00432,seller_00463,74.33,17.5,44.11,30.22
order_008314,1,prod_01054,seller_00389,92.24,15.25,19.8,72.44
order_010656,1,prod_00578,seller_00203,113.92,20.6,15.56,98.36
order_012101,1,prod_01064,seller_00093,58.5,7.45,38.82,19.68
order_020827,1,prod_01816,seller_00427,56.63,19.23,21.51,35.12
order_012551,2,prod_00077,seller_00457,142.35,19.28,208.38,-66.03
order_018587,1,prod_01122,seller_00451,243.39,17.64,65.28,178.11
order_002178,2,prod_01465,seller_00473,65.15,17.47,39.46,25.69
order_011400,1,prod_00174,seller_00239,139.42,23.59,30.88,108.54
order_026786,1,prod_00336,seller_00327,21.31,13.24,9.69,11.62
order_000106,1,prod_01143,seller_00272,84.34,18.36,28.54,55.8
order_016600,1,prod_01728,seller_00087,67.93,14.43,77.79,-9.86
order_025545,2,prod_01899,seller_00475,34.41,15.0,19.95,14.46
order_022633,1,prod_01834,seller_00473,18.82,16.71,18.18,0.64
order_005082,1,prod_01670,seller_00016,18.23,6.5,12.65,5.58
order_025840,1,prod_01839,seller_00460,472.04,41.94,113.71,358.33
order_028060,2,prod_01202,seller_00013,44.83,7.78,31.97,12.86
order_024189,2,prod_00418,seller_00258,74.68,19.83,38.08,36.6
order_025507,2,prod_01143,seller_00258,74.5,16.97,28.54,45.96
order_029945,3,prod_00071,seller_00277,28.25,14.93,43.37,-15.12
order_022277,1,prod_01914,seller_00276,36.98,10.64,65.74,-28.76
order_006994,1,prod_01834,seller_00345,29.57,11.28,18.18,11.39
order_027300,1,prod_00003,seller_00370,49.01,17.34,19.33,29.68
order_007539,1,prod_01489,seller_00109,45.79,18.64,34.73,11.06
order_011661,1,prod_01092,seller_00035,10.2,8.9,6.93,3.27
order_026504,1,prod_00533,seller_00492,173.78,19.99,103.99,69.79
order_029700,1,prod_01590,seller_00143,100.29,18.59,22.63,77.66
order_016511,2,prod_00696,seller_00485,19.14,11.03,11.71,7.43
order_024181,1,prod_00958,seller_00478,27.31,12.15,26.6,0.71
order_016808,1,prod_01900,seller_00023,51.17,9.51,11.61,39.56
order_010819,2,prod_00944,seller_00130,522.58,56.13,167.07,355.51
order_029741,1,prod_00634,seller_00456,348.8,70.73,65.07,283.73
order_009707,1,prod_00087,seller_00050,29.38,12.67,10.4,18.98
order_003900,2,prod_00357,seller_00322,8.45,6.5,8.67,-0.22
order_015379,2,prod_00997,seller_00446,104.74,26.61,35.8,68.94
order_024505,3,prod_00927,seller_00310,22.06,13.31,15.72,6.34
order_008637,2,prod_00794,seller_00180,149.04,16.65,63.54,85.5
order_017475,1,prod_00580,seller_00066,65.81,22.42,22.0,43.81
order_004551,1,prod_00713,seller_00177,26.13,11.43,29.13,-3.0
order_006112,2,prod_00274,seller_00358,579.1,80.85,96.89,482.21
order_017387,1,prod_01003,seller_00407,107.0,6.5,40.95,66.05
order_013329,1,prod_00269,seller_00184,7.83,7.3,9.87,-2.04
order_016671,2,prod_00509,seller_00063,45.08,10.56,18.85,26.23
order_002598,1,prod_00868,seller_00158,262.22,28.95,68.91,193.31
order_004959,4,prod_00776,seller_00068,22.47,6.55,16.08,6.39
order_021109,1,prod_01493,seller_00056,55.32,13.97,23.96,31.36
order_024173,1,prod_01825,seller_00221,30.11,10.02,6.16,23.95
order_014796,1,prod_00590,seller_00321,10.42,10.61,5.9,4.52
order_024748,1,prod_00355,seller_00486,34.21,11.69,15.8,18.41
order_016452,1,prod_01879,seller_00031,318.45,59.4,83.82,234.63
order_008732,1,prod_01517,seller_00295,25.79,13.66,7.62,18.17
order_028789,2,prod_01422,seller_00261,6.2,9.5,8.65,-2.45
order_009556,1,prod_00014,seller_00270,43.47,11.74,23.43,20.04
order_004843,1,prod_01498,seller_00423,82.28,17.99,20.93,61.35
order_025792,1,prod_01334,seller_00395,16.68,10.43,8.8,7.88
order_019260,2,prod_01790,seller_00026,204.11,27.88,60.82,143.29
order_020030,1,prod_00714,seller_00362,45.83,9.57,22.45,23.38
order_005027,2,prod_00792,seller_00094,29.14,10.71,20.48,8.66
order_004265,1,prod_01851,seller_00131,138.6,25.56,41.12,97.48
order_026691,2,prod_00679,seller_00130,38.06,7.71,13.73,24.33
order_009291,1,prod_00740,seller_00299,65.81,19.4,27.19,38.62
order_026163,1,prod_00781,seller_00434,31.18,15.81,18.53,12.65
order_006319,1,prod_00688,seller_00233,23.06,8.19,15.75,7.31
order_027875,1,prod_01493,seller_00058,15.42,8.83,23.96,-8.54
order_015348,1,prod_01703,seller_00196,9.01,9.46,12.17,-3.16
order_019710,1,prod_00008,seller_00135,66.09,7.81,40.05,26.04
order_003169,2,prod_00147,seller_00446,61.2,18.42,31.57,29.63
order_023528,1,prod_01638,seller_00300,17.05,7.96,22.81,-5.76
order_017462,1,prod_01264,seller_00063,53.72,11.87,26.03,27.69
order_027891,1,prod_00549,seller_00194,5.92,12.82,6.39,-0.47
order_009361,2,prod_01049,seller_00106,6.97,10.98,6.44,0.53
order_019168,2,prod_01659,seller_00413,115.6,21.21,48.47,67.13
order_011497,1,prod_01827,seller_00097,130.7,32.7,30.23,100.47
order_019156,1,prod_01770,seller_00326,14.42,11.45,15.26,-0.84
order_018121,2,prod_00354,seller_00455,19.17,7.87,6.85,12.32
order_005823,1,prod_00945,seller_00411,32.8,10.02,13.28,19.52
order_008216,1,prod_00144,seller_00157,228.13,54.31,115.85,112.28
order_019601,1,prod_01777,seller_00386,83.98,26.15,49.76,34.22
order_008212,1,prod_00113,seller_00138,8.25,11.15,14.26,-6.01
order_011632,1,prod_00510,seller_00071,52.79,13.21,32.94,19.85
order_015353,2,prod_00528,seller_00209,57.5,14.18,55.76,1.74
order_023249,1,prod_00190,seller_00003,6.12,7.92,9.38,-3.26
order_003394,3,prod_00219,seller_00083,307.08,30.37,47.59,259.49
order_000848,1,prod_00797,seller_00009,259.95,40.79,57.09,202.86
order_022241,1,prod_01005,seller_00285,171.85,22.33,49.31,122.54
order_018840,2,prod_00259,seller_00193,24.94,10.98,22.37,2.57
order_025261,1,prod_00623,seller_00347,20.53,13.67,24.31,-3.78
order_004570,1,prod_00943,seller_00469,22.52,9.93,9.65,12.87
order_020187,1,prod_00968,seller_00231,56.28,16.95,31.57,24.71
order_016049,1,prod_00963,seller_00115,109.76,24.24,56.69,53.07
order_008562,1,prod_01127,seller_00463,5.6,6.5,7.86,-2.26
order_025343,2,prod_01483,seller_00018,26.97,8.4,27.19,-0.22
order_018133,2,prod_00822,seller_00071,11.6,6.5,15.76,-4.16
order_007964,1,prod_01289,seller_00292,35.15,9.61,32.69,2.46
order_028213,3,prod_00342,seller_00459,92.06,23.15,42.19,49.87
order_010252,2,prod_01202,seller_00166,58.56,9.77,31.97,26.59
order_015931,1,prod_01737,seller_00122,74.2,19.08,124.79,-50.59
order_022001,2,prod_00024,seller_00050,87.68,19.54,36.15,51.53
order_019983,1,prod_01902,seller_00063,9.57,9.67,15.1,-5.53
order_006333,1,prod_00767,seller_00198,29.63,11.17,23.07,6.56
order_012675,1,prod_00068,seller_00371,12.79,9.57,23.01,-10.22
order_029942,2,prod_00855,seller_00043,60.86,16.09,55.92,4.94
order_022222,1,prod_00746,seller_00332,13.87,10.17,10.52,3.35
order_025267,1,prod_01353,seller_00460,195.11,28.34,132.74,62.37
order_008652,1,prod_00961,seller_00472,206.87,19.36,71.28,135.59
order_006461,1,prod_00470,seller_00191,74.92,12.49,37.18,37.74
order_024779,1,prod_00046,seller_00188,29.29,7.53,19.94,9.35
order_026639,4,prod_01864,seller_00101,34.27,10.03,20.03,14.24
order_019686,1,prod_01335,seller_00038,13.87,9.02,22.2,-8.33
order_016771,2,prod_00372,seller_00124,62.28,15.96,24.77,37.51
order_002646,1,prod_01762,seller_00200,356.31,21.75,56.02,300.29
order_018614,1,prod_01237,seller_00123,68.38,24.51,22.86,45.52
order_000980,1,prod_00757,seller_00117,13.96,6.5,5.76,8.2
order_002636,1,prod_00561,seller_00195,32.61,12.91,17.39,15.22
order_027092,1,prod_00229,seller_00209,95.12,26.62,71.12,24.0
order_012642,1,prod_00018,seller_00412,49.94,14.53,38.57,11.37
order_018053,3,prod_00372,seller_00157,36.01,12.74,24.77,11.24
order_023961,1,prod_01023,seller_00044,64.46,21.69,43.17,21.29
order_022075,3,prod_00845,seller_00265,110.98,22.11,39.99,70.99
order_005482,1,prod_00855,seller_00129,307.27,35.63,55.92,251.35
order_025748,1,prod_00428,seller_00496,82.3,16.67,31.71,50.59
order_002933,1,prod_00320,seller_00472,14.77,8.46,19.86,-5.09
order_018620,1,prod_01793,seller_00479,153.0,19.58,85.09,67.91
order_001190,1,prod_01896,seller_00214,53.88,6.89,45.94,7.94
order_020703,2,prod_01790,seller_00125,75.45,16.21,60.82,14.63
order_025468,1,prod_00811,seller_00102,100.09,20.07,75.09,25.0
order_018406,2,prod_01455,seller_00187,73.84,14.42,39.71,34.13
order_028291,1,prod_00858,seller_00313,168.7,38.76,37.61,131.09
order_000359,1,prod_00386,seller_00214,148.09,25.49,108.0,40.09
order_013945,2,prod_01591,seller_00055,61.67,10.82,39.13,22.54
order_019324,3,prod_01300,seller_00330,12.68,12.09,22.79,-10.11
order_004865,1,prod_00787,seller_00244,231.45,25.11,35.98,195.47
order_015324,1,prod_01086,seller_00016,96.79,17.44,17.29,79.5
order_005539,3,prod_01267,seller_00164,37.02,10.68,33.87,3.15
order_004048,3,prod_00219,seller_00063,121.12,17.99,47.59,73.53
order_012160,1,prod_00400,seller_00400,122.42,19.17,48.35,74.07
order_026852,2,prod_01117,seller_00250,11.5,10.94,16.78,-5.28
order_002873,1,prod_00039,seller_00348,110.68,18.98,32.28,78.4
order_025561,1,prod_01841,seller_00189,109.52,20.19,36.75,72.77
order_005737,1,prod_00717,seller_00461,65.94,11.54,21.97,43.97
order_019166,2,prod_01090,seller_00024,102.27,16.5,19.63,82.64
order_009501,1,prod_01788,seller_00424,89.27,19.57,23.45,65.82
order_029859,1,prod_00689,seller_00113,14.21,9.08,6.9,7.31
order_009651,1,prod_01429,seller_00245,18.31,10.36,10.19,8.12
order_028932,1,prod_01984,seller_00337,36.4,20.7,24.62,11.78
order_029371,1,prod_00466,seller_00380,21.51,13.75,15.98,5.53
order_021767,1,prod_01777,seller_00039,91.55,16.79,49.76,41.79
order_026383,2,prod_00357,seller_00406,15.95,20.64,8.67,7.28
order_020764,1,prod_01766,seller_00427,197.01,34.26,212.07,-15.06
order_029246,1,prod_01350,seller_00415,11.22,8.63,6.74,4.48
order_029547,2,prod_00533,seller_00384,359.94,45.81,103.99,255.95
order_029667,1,prod_01758,seller_00425,230.3,42.51,233.08,-2.78
order_017099,3,prod_00214,seller_00455,175.47,28.13,58.25,117.22
order_011031,1,prod_00362,seller_00457,20.46,6.63,14.84,5.62
order_020321,4,prod_00292,seller_00010,214.25,25.75,173.59,40.66
order_015952,1,prod_01335,seller_00234,13.99,7.12,22.2,-8.21
order_011088,1,prod_01589,seller_00497,17.15,14.86,23.45,-6.3
order_026944,1,prod_01028,seller_00102,76.2,17.73,40.77,35.43
order_029413,2,prod_01166,seller_00470,63.85,16.99,12.52,51.33
order_009704,2,prod_00172,seller_00155,42.13,14.91,19.27,22.86
order_028590,1,prod_00668,seller_00065,18.4,7.19,10.47,7.93
order_016469,3,prod_00944,seller_00389,400.69,29.0,167.07,233.62
order_007258,1,prod_00610,seller_00463,19.07,6.5,14.04,5.03
order_003204,1,prod_01421,seller_00141,238.81,39.61,50.19,188.62
order_012300,1,prod_01090,seller_00408,33.5,11.51,19.63,13.87
order_001413,1,prod_00518,seller_00429,198.02,42.79,61.32,136.7
order_008947,1,prod_01121,seller_00002,22.58,14.7,17.09,5.49
order_023096,1,prod_01677,seller_00386,40.84,13.5,22.85,17.99
order_027304,2,prod_00228,seller_00369,194.8,34.43,68.8,126.0
order_016272,1,prod_00509,seller_00395,11.89,6.5,18.85,-6.96
order_027687,1,prod_01883,seller_00440,30.74,7.27,22.03,8.71
order_008613,1,prod_00094,seller_00320,554.65,99.51,129.89,424.76
order_009658,1,prod_00525,seller_00493,52.25,11.02,36.5,15.75
order_028640,1,prod_01687,seller_00169,116.19,23.18,52.01,64.18
order_006463,1,prod_00087,seller_00046,31.27,11.54,10.4,20.87
order_002330,1,prod_00866,seller_00236,64.11,13.78,38.51,25.6
order_004638,1,prod_01085,seller_00157,549.61,56.22,185.44,364.17
order_004685,1,prod_00415,seller_00454,14.95,11.08,15.14,-0.19
order_010954,1,prod_01715,seller_00078,16.52,8.28,8.69,7.83
order_016926,2,prod_00450,seller_00218,79.2,20.09,50.27,28.93
order_000094,2,prod_01494,seller_00157,23.84,9.24,39.94,-16.1
order_027036,2,prod_01398,seller_00286,27.74,18.42,20.24,7.5
order_000891,1,prod_01311,seller_00077,56.95,17.94,33.39,23.56
order_024860,1,prod_01051,seller_00055,103.92,18.62,95.88,8.04
order_018180,1,prod_00336,seller_00458,13.08,6.5,9.69,3.39
order_024131,1,prod_00792,seller_00179,60.43,21.21,20.48,39.95
order_006525,2,prod_01853,seller_00134,20.44,9.03,17.25,3.19
order_021196,1,prod_01449,seller_00063,14.84,14.24,6.86,7.98
order_028190,1,prod_00399,seller_00183,21.87,8.44,14.58,7.29
order_026897,1,prod_01476,seller_00403,27.33,13.6,15.66,11.67
order_020168,3,prod_01734,seller_00167,51.37,12.51,26.02,25.35
order_007611,1,prod_00825,seller_00007,32.71,10.15,21.3,11.41
order_014690,2,prod_01969,seller_00271,57.84,6.5,70.24,-12.4
order_000759,1,prod_01411,seller_00093,129.16,15.75,121.28,7.88
order_027666,1,prod_00553,seller_00365,45.82,11.74,17.61,28.21
order_010923,3,prod_01658,seller_00265,33.78,6.5,12.57,21.21
order_019478,1,prod_00792,seller_00191,59.24,17.06,20.48,38.76
order_000204,2,prod_01556,seller_00342,15.81,8.08,8.83,6.98
order_018188,1,prod_00186,seller_00157,56.15,10.73,40.1,16.05
order_018388,1,prod_00140,seller_00036,39.2,11.95,15.81,23.39
order_000695,2,prod_00135,seller_00295,36.05,7.0,5.72,30.33
order_011376,1,prod_01300,seller_00180,40.89,6.5,22.79,18.1
order_014458,1,prod_00177,seller_00318,32.58,9.21,32.82,-0.24
order_024606,1,prod_01056,seller_00128,116.25,20.13,97.99,18.26
order_012568,1,prod_00666,seller_00381,49.25,16.41,6.87,42.38
order_000441,1,prod_01151,seller_00206,15.15,9.29,20.13,-4.98
order_013018,1,prod_00480,seller_00054,58.33,7.74,17.06,41.27
order_001245,1,prod_01434,seller_00411,47.12,17.7,13.9,33.22
order_012643,2,prod_01350,seller_00103,4.9,6.5,6.74,-1.84
order_010041,1,prod_01091,seller_00196,12.82,7.9,10.95,1.87
order_018583,2,prod_01680,seller_00017,21.75,6.5,5.47,16.28
order_006991,3,prod_01083,seller_00239,63.08,21.27,40.56,22.52
order_025758,1,prod_01396,seller_00455,95.0,17.43,32.95,62.05
order_019127,1,prod_01249,seller_00316,105.1,16.37,88.21,16.89
order_019029,2,prod_01172,seller_00064,105.44,19.52,92.67,12.77
order_011077,4,prod_00425,seller_00360,72.98,15.11,60.07,12.91
order_004328,1,prod_01637,seller_00372,36.21,10.19,15.82,20.39
order_025471,1,prod_01198,seller_00094,168.27,37.38,48.27,120.0
order_013917,2,prod_01241,seller_00284,207.03,45.68,126.45,80.58
order_004315,2,prod_01620,seller_00485,74.23,20.37,36.02,38.21
order_012064,1,prod_01152,seller_00367,57.72,17.42,22.95,34.77
order_016361,1,prod_01347,seller_00291,20.24,13.03,18.78,1.46
order_016681,1,prod_00532,seller_00013,106.03,14.93,20.24,85.79
order_009933,1,prod_00225,seller_00451,24.84,11.15,19.69,5.15
order_027403,2,prod_01437,seller_00404,228.27,28.51,176.88,51.39
order_004438,2,prod_00968,seller_00177,156.25,25.65,31.57,124.68
order_029344,1,prod_00983,seller_00112,145.28,36.41,96.03,49.25
order_007873,1,prod_00931,seller_00076,28.89,11.84,19.78,9.11
order_004061,2,prod_00816,seller_00290,105.98,14.9,45.73,60.25
order_007687,1,prod_00906,seller_00272,27.94,13.16,15.08,12.86
order_011849,1,prod_01062,seller_00346,127.13,13.29,90.23,36.9
order_023685,1,prod_00392,seller_00306,13.01,12.75,6.37,6.64
order_027798,1,prod_01869,seller_00274,46.93,10.94,37.85,9.08
order_025623,1,prod_00849,seller_00475,27.83,6.75,14.74,13.09
order_008943,2,prod_01699,seller_00195,334.89,34.65,136.8,198.09
order_022992,1,prod_01827,seller_00081,43.2,15.25,30.23,12.97
order_014875,2,prod_01730,seller_00414,361.72,53.39,84.03,277.69
order_015561,2,prod_01240,seller_00403,8.25,12.91,6.49,1.76
order_009767,1,prod_00696,seller_00216,12.25,7.9,11.71,0.54
order_001520,2,prod_00621,seller_00233,21.76,13.11,13.04,8.72
order_018907,1,prod_00861,seller_00149,24.74,10.34,8.69,16.05
order_025501,1,prod_01330,seller_00491,97.68,21.1,94.18,3.5
order_002706,1,prod_00107,seller_00469,13.36,11.61,11.43,1.93
order_025453,4,prod_00485,seller_00374,96.86,15.44,25.04,71.82
order_024851,1,prod_01404,seller_00176,11.92,15.5,8.3,3.62
order_003292,4,prod_00093,seller_00267,25.79,9.58,25.44,0.35
order_023251,1,prod_00858,seller_00451,38.77,10.78,37.61,1.16
order_024402,1,prod_01356,seller_00398,30.57,15.27,10.35,20.22
order_020621,2,prod_01598,seller_00122,276.53,39.23,40.39,236.14
order_029454,1,prod_00840,seller_00086,107.28,22.51,29.19,78.09
order_024916,1,prod_01185,seller_00070,66.82,16.51,21.64,45.18
order_003325,2,prod_00662,seller_00251,64.15,10.07,40.72,23.43
order_019117,1,prod_01185,seller_00398,36.67,10.64,21.64,15.03
order_023505,1,prod_00264,seller_00299,45.89,6.5,17.25,28.64
order_016231,1,prod_00671,seller_00487,114.9,19.4,50.46,64.44
order_000379,1,prod_00903,seller_00192,65.74,15.22,13.21,52.53
order_008215,2,prod_00826,seller_00423,33.39,15.51,19.11,14.28
order_009067,2,prod_01877,seller_00461,285.65,40.55,91.66,193.99
order_016532,1,prod_00379,seller_00349,20.92,6.5,19.82,1.1
order_018983,1,prod_01740,seller_00166,24.74,9.97,12.54,12.2
order_014195,2,prod_00784,seller_00147,347.93,44.32,59.35,288.58
order_019529,2,prod_01025,seller_00437,129.54,23.47,52.69,76.85
order_013757,1,prod_01286,seller_00296,196.73,26.24,56.86,139.87
order_023622,1,prod_00346,seller_00359,125.8,10.53,30.39,95.41
order_014999,1,prod_00122,seller_00232,9.84,14.24,17.32,-7.48
order_012644,3,prod_01983,seller_00434,282.02,50.14,166.68,115.34
order_020891,1,prod_01607,seller_00142,271.57,39.11,86.11,185.46
order_008671,1,prod_01324,seller_00406,29.2,9.99,12.83,16.37
order_007938,3,prod_00243,seller_00118,191.3,37.73,46.76,144.54
order_018484,1,prod_01367,seller_00292,78.6,18.31,38.63,39.97
order_019150,1,prod_00266,seller_00012,32.59,9.45,29.26,3.33
order_008539,1,prod_01816,seller_00066,131.92,26.6,21.51,110.41
order_015623,1,prod_01011,seller_00214,18.32,10.66,11.34,6.98
order_022409,2,prod_01547,seller_00243,60.39,14.16,65.25,-4.86
order_022602,1,prod_00908,seller_00408,6.75,13.2,10.6,-3.85
order_018360,1,prod_01147,seller_00330,45.56,15.49,28.72,16.84
order_004635,2,prod_01774,seller_00151,64.5,16.0,39.75,24.75
order_003359,1,prod_00249,seller_00150,17.07,13.41,11.0,6.07
order_010865,1,prod_00474,seller_00026,63.13,21.18,18.1,45.03
order_027687,2,prod_01035,seller_00310,67.08,17.7,51.21,15.87
order_023921,4,prod_00986,seller_00261,149.31,14.27,33.41,115.9
order_027968,1,prod_01446,seller_00141,28.5,16.2,17.05,11.45
order_025677,1,prod_00671,seller_00011,37.3,6.5,50.46,-13.16
order_018439,1,prod_00822,seller_00060,58.09,17.42,15.76,42.33
order_009093,2,prod_00632,seller_00279,224.31,14.6,126.75,97.56
order_006078,1,prod_00081,seller_00174,105.87,21.96,45.89,59.98
order_024701,4,prod_00073,seller_00259,104.45,22.43,66.21,38.24
order_000687,1,prod_00813,seller_00357,39.75,15.26,18.65,21.1
order_004927,1,prod_00116,seller_00168,35.41,9.58,25.7,9.71
order_021310,1,prod_01809,seller_00029,48.44,11.9,59.26,-10.82
order_023489,2,prod_00174,seller_00464,37.34,15.68,30.88,6.46
order_011597,1,prod_01464,seller_00313,264.42,35.33,52.74,211.68
order_027644,2,prod_01153,seller_00355,98.51,17.08,55.38,43.13
order_020382,1,prod_01346,seller_00030,69.38,8.64,21.02,48.36
order_006345,1,prod_00344,seller_00179,418.26,77.35,56.52,361.74
order_009961,1,prod_01124,seller_00068,416.6,39.1,161.52,255.08
order_030094,3,prod_00339,seller_00196,91.2,18.69,38.08,53.12
order_002087,1,prod_01168,seller_00218,11.94,13.49,10.55,1.39
order_026520,1,prod_00692,seller_00050,28.72,12.89,17.23,11.49
order_000474,2,prod_00530,seller_00291,18.52,8.81,22.95,-4.43
order_011434,1,prod_00379,seller_00429,60.63,17.27,19.82,40.81
order_028246,1,prod_00276,seller_00101,8.88,12.36,6.57,2.31
order_007225,2,prod_00971,seller_00232,37.16,9.68,69.1,-31.94
order_014251,1,prod_00630,seller_00075,92.5,16.5,36.5,56.0
order_017291,1,prod_00278,seller_00292,26.49,16.56,27.74,-1.25
order_019113,1,prod_00845,seller_00417,40.71,18.34,39.99,0.72
order_003418,2,prod_01968,seller_00431,8.5,7.44,6.12,2.38
order_001688,3,prod_00985,seller_00114,19.82,8.64,11.97,7.85
order_020152,1,prod_01766,seller_00087,111.13,14.12,212.07,-100.94
order_013020,1,prod_00933,seller_00070,113.88,20.83,43.19,70.69
order_029877,1,prod_01828,seller_00001,47.22,11.97,71.21,-23.99
order_014233,1,prod_01368,seller_00427,374.0,52.59,139.01,234.99
order_022621,1,prod_01139,seller_00392,38.27,8.17,47.31,-9.04
order_018999,1,prod_01915,seller_00326,15.62,9.77,18.27,-2.65
order_012563,1,prod_01741,seller_00383,82.37,17.49,18.88,63.49
order_009662,1,prod_00414,seller_00442,34.72,14.29,19.07,15.65
order_001113,1,prod_01841,seller_00251,197.46,34.35,36.75,160.71
order_007327,1,prod_00276,seller_00056,13.66,12.38,6.57,7.09
order_005045,1,prod_01341,seller_00354,11.78,8.16,9.07,2.71
order_010915,1,prod_01416,seller_00317,32.65,13.11,22.19,10.46
order_010888,2,prod_01250,seller_00432,53.53,13.08,35.61,17.92
order_026134,1,prod_01271,seller_00172,243.3,44.24,69.79,173.51
order_020974,2,prod_01036,seller_00038,149.74,38.48,53.91,95.83
order_015110,2,prod_00562,seller_00160,26.4,14.81,17.06,9.34
order_023608,3,prod_00589,seller_00064,74.73,11.58,54.57,20.16
order_023874,3,prod_00775,seller_00471,65.6,17.69,11.41,54.19
order_006084,1,prod_00976,seller_00297,13.35,14.42,6.53,6.82
order_011669,1,prod_00547,seller_00288,63.22,17.53,54.79,8.43
order_019846,1,prod_00100,seller_00243,151.37,16.31,56.12,95.25
order_030076,1,prod_01180,seller_00208,27.34,8.64,23.48,3.86
order_000645,1,prod_01650,seller_00023,99.17,19.28,34.88,64.29
order_023394,1,prod_00099,seller_00018,83.88,16.38,36.92,46.96
order_023571,2,prod_00344,seller_00300,56.84,20.2,56.52,0.32
order_018920,1,prod_01452,seller_00381,69.02,19.76,40.47,28.55
order_024966,1,prod_00514,seller_00067,130.64,27.78,92.15,38.49
order_017633,1,prod_00666,seller_00258,25.9,13.22,6.87,19.03
order_009674,1,prod_01919,seller_00489,6.31,6.58,7.43,-1.12
order_018235,1,prod_01871,seller_00135,36.03,9.45,23.97,12.06
order_002421,4,prod_00417,seller_00459,40.24,9.2,16.1,24.14
order_018671,2,prod_01612,seller_00212,53.52,9.25,26.89,26.63
order_025997,1,prod_00412,seller_00138,81.76,18.75,22.81,58.95
order_017963,2,prod_00284,seller_00223,34.12,15.4,6.84,27.28
order_023639,2,prod_00676,seller_00420,39.14,6.9,22.19,16.95
order_018482,1,prod_00066,seller_00121,38.55,9.68,37.52,1.03
order_028145,1,prod_01436,seller_00050,45.06,15.75,39.41,5.65
order_013108,1,prod_01204,seller_00391,54.92,17.28,47.35,7.57
order_001382,1,prod_01015,seller_00325,16.77,6.5,10.06,6.71
order_027534,1,prod_00059,seller_00422,133.4,24.4,147.02,-13.62
order_029579,1,prod_01458,seller_00256,9.19,6.5,11.39,-2.2
order_017753,2,prod_01325,seller_00337,32.86,14.73,28.38,4.48
order_006441,1,prod_01070,seller_00012,15.53,9.16,11.64,3.89
order_000080,1,prod_01841,seller_00155,86.32,16.49,36.75,49.57
order_002179,1,prod_00965,seller_00012,13.46,8.2,10.27,3.19
order_011643,1,prod_00037,seller_00084,52.4,12.59,28.25,24.15
order_007353,1,prod_01668,seller_00452,21.01,6.65,18.37,2.64
order_023308,1,prod_01398,seller_00202,30.5,8.25,20.24,10.26
order_016608,3,prod_00064,seller_00375,74.19,13.67,41.46,32.73
order_011048,1,prod_01416,seller_00424,42.8,13.71,22.19,20.61
order_016413,1,prod_00510,seller_00464,115.25,25.04,32.94,82.31
order_013034,1,prod_01689,seller_00265,47.5,11.8,38.37,9.13
order_019482,1,prod_01717,seller_00077,21.94,12.01,6.37,15.57
order_004503,2,prod_00438,seller_00077,30.23,11.89,19.18,11.05
order_015921,1,prod_00115,seller_00014,122.25,25.35,54.81,67.44
order_006473,3,prod_01148,seller_00037,58.72,13.37,44.68,14.04
order_006318,1,prod_01423,seller_00049,73.68,13.7,11.03,62.65
order_025164,1,prod_00030,seller_00409,49.72,15.37,7.49,42.23
order_021862,2,prod_00068,seller_00477,63.35,16.25,23.01,40.34
order_021143,2,prod_01252,seller_00385,17.08,6.5,6.08,11.0
order_006225,1,prod_00127,seller_00428,177.07,35.03,77.29,99.78
order_029992,1,prod_00402,seller_00324,10.4,9.57,15.16,-4.76
order_028007,2,prod_01236,seller_00003,44.41,12.67,30.83,13.58
order_006933,1,prod_01318,seller_00349,17.45,9.58,33.94,-16.49
order_002664,2,prod_01762,seller_00315,220.04,13.73,56.02,164.02
order_023399,2,prod_00081,seller_00241,37.44,14.76,45.89,-8.45
order_021356,1,prod_00763,seller_00169,8.8,6.5,9.34,-0.54
order_029277,3,prod_01783,seller_00062,30.96,8.21,9.81,21.15
order_015470,1,prod_01139,seller_00329,187.15,21.94,47.31,139.84
order_004354,1,prod_00014,seller_00465,42.05,15.44,23.43,18.62
order_018575,1,prod_00201,seller_00486,315.29,66.73,81.8,233.49
order_012643,1,prod_00776,seller_00005,10.32,11.76,16.08,-5.76
order_020586,1,prod_00446,seller_00153,40.23,7.06,10.01,30.22
order_021304,2,prod_01636,seller_00100,108.14,22.65,56.12,52.02
