product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_cost
prod_01357,telephony,701,26.6,8.3,18.4,24.41
prod_01358,telephony,695,32.2,12.6,22.5,7.74
prod_01359,electronics,1150,19.3,12.7,43.5,59.58
prod_01360,home_appliances,563,20.4,8.4,30.4,18.31
prod_01361,auto,603,32.8,10.6,5.3,87.45
prod_01362,baby,966,33.3,7.9,5.6,50.04
prod_01363,telephony,2312,45.0,3.7,23.6,38.46
prod_01364,air_conditioning,807,21.3,14.1,20.1,32.22
prod_01365,garden_tools,1093,37.7,27.5,23.9,27.77
prod_01366,christmas_supplies,1232,27.4,8.2,22.5,38.81
prod_01367,small_appliances,504,22.9,35.1,52.9,38.63
prod_01368,air_conditioning,872,27.8,39.2,40.3,139.01
prod_01369,market_place,645,29.8,10.1,19.0,10.83
prod_01370,cool_stuff,2164,14.6,11.6,25.1,20.03
prod_01371,fashion_underwear_beach,2043,15.2,10.2,21.5,15.7
prod_01372,baby,590,40.2,6.3,7.2,8.29
prod_01373,computers_accessories,1077,24.0,11.6,19.5,193.89
prod_01374,cool_stuff,1747,32.3,10.8,19.6,34.96
prod_01375,unknown,1434,39.6,13.9,17.3,34.51
prod_01376,housewares,1547,27.9,14.4,19.1,14.94
prod_01377,bed_bath_table,507,38.0,6.0,21.7,10.2
prod_01378,party_supplies,3318,29.9,18.6,31.7,24.68
prod_01379,office_furniture,689,30.6,11.5,18.1,23.28
prod_01380,electronics,673,50.2,6.8,46.8,90.24
prod_01381,party_supplies,349,26.4,11.4,14.9,14.47
prod_01382,auto,999,40.4,14.7,42.8,46.68
prod_01383,electronics,2480,13.1,30.3,29.2,41.08
prod_01384,food_drink,1423,31.7,27.7,12.6,11.63
prod_01385,pet_shop,1061,56.4,9.6,21.4,14.23
prod_01386,electronics,1941,80.0,12.0,53.9,115.76
prod_01387,cool_stuff,2439,13.5,7.8,15.0,51.87
prod_01388,health_beauty,2040,24.0,16.1,54.7,18.17
prod_01389,furniture_decor,176,17.1,9.9,32.2,28.57
prod_01390,watches_gifts,1953,26.9,11.8,29.4,130.98
prod_01391,air_conditioning,1591,43.6,23.6,31.2,34.29
prod_01392,market_place,579,51.1,6.0,21.1,7.01
prod_01393,consoles_games,1596,51.9,27.7,5.0,77.77
prod_01394,air_conditioning,2484,12.8,17.0,15.4,58.96
prod_01395,watches_gifts,715,29.5,27.0,25.7,78.77
prod_01396,garden_tools,2141,21.0,20.3,30.0,32.95
prod_01397,electronics,1446,26.1,22.4,32.9,67.29
prod_01398,christmas_supplies,50,22.6,13.5,32.3,20.24
prod_01399,pet_shop,1121,13.2,6.7,36.4,29.11
prod_01400,food_drink,1405,51.3,9.1,65.1,35.2
prod_01401,cool_stuff,900,19.4,8.1,28.7,42.21
prod_01402,food_drink,1486,21.3,3.1,45.5,8.11
prod_01403,sports_leisure,1031,56.5,23.6,33.5,28.09
prod_01404,auto,4592,11.8,12.6,68.6,8.3
prod_01405,office_furniture,850,35.7,7.6,26.6,54.02
prod_01406,sports_leisure,594,46.6,38.3,25.1,47.85
prod_01407,industry_commerce_and_business,2067,54.3,47.6,44.1,71.68
prod_01408,industry_commerce_and_business,939,34.5,5.5,44.2,53.02
prod_01409,small_appliances,1075,40.8,11.6,22.1,41.5
prod_01410,toys,1005,46.5,11.2,32.9,36.78
prod_01411,computers_accessories,1988,27.1,7.3,36.6,121.28
prod_01412,pet_shop,451,17.9,23.2,35.6,27.5
prod_01413,small_appliances,2138,58.6,3.1,31.2,22.54
prod_01414,costruction_tools_garden,1685,38.7,32.9,9.1,9.12
prod_01415,fashion_underwear_beach,3637,29.5,13.9,35.8,25.89
prod_01416,housewares,1325,13.6,36.6,36.7,22.19
prod_01417,computers_accessories,483,7.3,13.2,31.9,53.89
prod_01418,air_conditioning,1336,35.3,11.1,20.8,46.19
prod_01419,watches_gifts,1460,6.9,24.3,51.2,73.6
prod_01420,party_supplies,2631,29.3,36.4,15.2,10.76
prod_01421,computers_accessories,482,19.9,33.1,44.6,50.19
prod_01422,cds_dvds_musicals,269,22.6,4.2,15.1,8.65
prod_01423,diapers_and_hygiene,1357,52.2,28.4,41.8,11.03
prod_01424,construction_tools,3742,20.0,10.8,15.5,18.5
prod_01425,sports_leisure,1863,30.0,12.4,40.6,37.46
prod_01426,industry_commerce_and_business,1939,20.0,10.7,56.9,32.13
prod_01427,telephony,340,33.7,9.1,57.0,21.21
prod_01428,office_furniture,1195,31.4,11.7,50.8,85.75
prod_01429,art,2664,29.3,7.1,26.5,10.19
prod_01430,music,1473,46.6,28.5,19.0,18.91
prod_01431,health_beauty,250,11.9,20.1,5.0,19.28
prod_01432,luggage_accessories,1177,10.0,15.4,24.4,10.83
prod_01433,watches_gifts,1772,15.0,10.7,42.9,99.57
prod_01434,music,1082,31.5,9.5,35.6,13.9
prod_01435,pet_shop,538,36.6,17.4,71.7,27.16
prod_01436,baby,2111,5.0,15.7,20.0,39.41
prod_01437,consoles_games,822,36.3,25.3,58.8,176.88
prod_01438,computers_accessories,1576,63.5,9.6,25.4,57.77
prod_01439,art,1154,24.3,9.0,15.1,24.8
prod_01440,auto,797,59.3,19.6,30.7,48.27
prod_01441,toys,4020,35.0,22.1,35.1,16.62
prod_01442,furniture_living_room,725,56.0,45.6,48.4,18.48
prod_01443,books_general,1228,50.9,4.0,19.9,10.23
prod_01444,furniture_living_room,1151,24.3,29.4,30.7,104.45
prod_01445,furniture_living_room,1332,43.7,14.7,26.8,65.39
prod_01446,fashion_shoes,3825,24.3,10.0,22.0,17.05
prod_01447,industry_commerce_and_business,1774,62.9,17.6,55.8,93.21
prod_01448,electronics,791,25.5,17.2,35.4,51.03
prod_01449,food_drink,3063,37.4,10.1,6.7,6.86
prod_01450,air_conditioning,1995,68.7,4.3,31.0,122.59
prod_01451,diapers_and_hygiene,804,38.2,29.4,10.4,6.34
prod_01452,christmas_supplies,2754,23.0,8.5,29.4,40.47
prod_01453,air_conditioning,336,14.0,7.7,11.5,120.88
prod_01454,cool_stuff,434,11.9,9.1,35.5,32.57
prod_01455,costruction_tools_garden,231,36.2,21.4,10.3,39.71
prod_01456,music,129,27.8,10.9,15.6,37.81
prod_01457,baby,2622,15.1,9.2,39.5,37.04
prod_01458,books_general,1344,41.4,16.9,26.5,11.39
prod_01459,cool_stuff,256,41.1,15.5,12.1,160.53
prod_01460,office_furniture,1128,27.6,9.3,54.1,53.23
prod_01461,air_conditioning,2187,57.2,4.2,21.3,87.57
prod_01462,telephony,619,10.6,21.2,23.3,16.81
prod_01463,perfumery,900,23.4,15.7,24.4,12.1
prod_01464,air_conditioning,4146,38.1,3.3,36.9,52.74
prod_01465,construction_tools,967,16.2,31.8,22.2,39.46
prod_01466,diapers_and_hygiene,280,43.4,3.2,24.9,10.95
prod_01467,bed_bath_table,751,49.7,8.1,46.1,10.15
prod_01468,cds_dvds_musicals,237,5.6,8.5,43.2,12.18
prod_01469,luggage_accessories,1878,58.1,9.4,24.1,18.68
prod_01470,christmas_supplies,544,37.0,9.2,24.5,18.98
prod_01471,watches_gifts,528,22.0,5.9,5.1,70.94
prod_01472,art,4395,12.5,14.8,29.1,13.38
prod_01473,electronics,389,46.3,23.2,40.2,36.9
prod_01474,fashion_bags_accessories,322,14.7,14.7,21.6,64.56
prod_01475,fashion_bags_accessories,456,37.0,16.2,50.1,42.54
prod_01476,market_place,2235,15.0,11.1,9.6,15.66
prod_01477,books_general,1706,29.0,14.4,16.2,20.52
prod_01478,home_appliances,743,45.3,16.9,48.1,70.83
prod_01479,sports_leisure,686,22.2,20.1,39.4,18.58
prod_01480,art,1613,57.9,8.8,9.2,9.98
prod_01481,auto,1383,38.6,8.0,10.4,40.49
prod_01482,furniture_decor,1018,16.2,2.4,35.7,62.3
prod_01483,fashion_underwear_beach,1749,13.1,37.0,32.1,27.19
prod_01484,electronics,427,18.7,35.7,23.0,64.31
prod_01485,pet_shop,552,28.3,12.9,49.2,43.31
prod_01486,industry_commerce_and_business,1815,60.6,13.4,18.4,38.43
prod_01487,furniture_decor,1468,66.3,30.5,7.0,25.2
prod_01488,baby,1190,21.7,6.0,36.9,11.89
prod_01489,office_furniture,4293,21.3,7.5,41.1,34.73
prod_01490,air_conditioning,2030,41.8,31.6,19.0,33.44
prod_01491,fashion_underwear_beach,762,41.6,11.0,13.7,38.97
prod_01492,stationery,597,53.4,6.8,7.2,15.84
prod_01493,pet_shop,1520,54.1,17.5,26.3,23.96
prod_01494,art,2617,18.0,8.8,31.3,39.94
prod_01495,home_appliances,198,11.6,28.6,42.6,27.78
prod_01496,signaling_and_security,1440,38.9,14.3,32.2,33.16
prod_01497,costruction_tools_garden,887,32.3,9.0,19.8,101.71
prod_01498,toys,1344,8.2,9.3,29.1,20.93
prod_01499,cool_stuff,298,11.4,17.0,43.6,130.63
prod_01500,costruction_tools_garden,2616,37.9,11.8,31.0,47.73
prod_01501,garden_tools,3108,27.0,10.9,40.5,46.39
prod_01502,perfumery,1900,38.4,20.6,14.1,64.29
prod_01503,auto,3535,15.6,30.8,36.2,44.04
prod_01504,fashion_underwear_beach,852,39.8,19.0,32.3,12.46
prod_01505,toys,1414,34.4,8.3,22.1,19.16
prod_01506,market_place,1920,41.2,6.6,44.0,7.58
prod_01507,party_supplies,1535,22.5,19.9,64.7,11.88
prod_01508,food_drink,944,20.0,18.9,11.1,12.91
prod_01509,party_supplies,1027,12.5,10.4,9.0,26.32
prod_01510,health_beauty,2919,24.6,12.0,22.7,27.92
prod_01511,construction_tools,1144,48.6,8.7,25.3,144.96
prod_01512,auto,2515,55.3,6.7,26.3,12.18
prod_01513,christmas_supplies,1098,14.8,9.1,18.7,7.53
prod_01514,cds_dvds_musicals,2504,28.2,2.0,10.1,6.54
prod_01515,perfumery,1241,61.1,25.6,23.3,78.34
prod_01516,fashion_shoes,1808,65.2,5.3,25.4,31.02
prod_01517,fashion_underwear_beach,664,24.0,13.1,22.3,7.62
prod_01518,furniture_living_room,1412,50.8,2.8,25.7,38.27
prod_01519,home_appliances,673,46.5,18.6,29.5,31.43
prod_01520,sports_leisure,834,44.6,21.8,23.8,12.76
prod_01521,construction_tools,891,10.5,13.8,18.6,119.85
prod_01522,fashion_bags_accessories,1013,21.0,12.6,25.8,20.17
prod_01523,luggage_accessories,2308,26.7,8.6,30.7,33.76
prod_01524,industry_commerce_and_business,808,26.3,25.2,27.0,44.19
prod_01525,music,1306,28.1,4.5,66.8,10.31
prod_01526,health_beauty,2510,68.7,10.0,31.8,12.02
prod_01527,food_drink,1781,24.5,8.0,26.3,9.44
prod_01528,electronics,203,35.2,7.8,17.1,89.85
prod_01529,consoles_games,290,34.6,24.9,17.3,167.72
prod_01530,party_supplies,1556,28.3,12.2,22.3,17.08
prod_01531,industry_commerce_and_business,774,15.3,8.6,22.6,23.95
prod_01532,sports_leisure,248,30.2,16.0,22.2,46.91
prod_01533,fashion_bags_accessories,728,8.1,15.2,32.5,31.83
prod_01534,music,1599,37.0,21.6,43.3,9.48
prod_01535,small_appliances,883,7.2,17.0,37.0,35.19
prod_01536,cool_stuff,1212,35.3,12.5,34.8,50.57
prod_01537,office_furniture,949,20.4,13.0,16.1,48.26
prod_01538,industry_commerce_and_business,644,16.6,4.3,46.5,57.31
prod_01539,auto,1392,42.1,16.6,16.9,25.81
prod_01540,music,220,23.0,7.2,30.3,30.73
prod_01541,music,574,29.4,15.0,33.8,6.0
prod_01542,signaling_and_security,2024,10.7,30.4,47.2,44.8
prod_01543,unknown,299,57.3,13.8,60.8,24.25
prod_01544,garden_tools,1166,30.9,10.6,21.8,31.0
prod_01545,small_appliances,827,30.9,10.5,29.0,20.5
prod_01546,office_furniture,764,51.5,16.2,45.1,92.52
prod_01547,electronics,2161,37.4,14.6,63.4,65.25
prod_01548,costruction_tools_garden,2460,5.1,19.1,23.0,17.58
prod_01549,air_conditioning,455,60.2,8.9,16.5,37.0
prod_01550,cool_stuff,1020,24.0,11.7,12.1,40.2
prod_01551,air_conditioning,157,58.4,20.9,9.3,26.36
prod_01552,auto,2076,23.6,21.8,18.1,111.38
prod_01553,electronics,1120,20.7,21.9,40.7,134.65
prod_01554,health_beauty,278,36.1,19.7,41.9,55.53
prod_01555,perfumery,599,75.6,20.0,31.8,81.52
prod_01556,diapers_and_hygiene,417,50.7,15.0,22.5,8.83
prod_01557,construction_tools,569,38.1,5.2,32.5,21.08
prod_01558,cds_dvds_musicals,177,35.8,5.5,27.2,5.79
prod_01559,computers_accessories,2898,30.1,13.7,23.1,39.47
prod_01560,market_place,472,57.1,14.0,31.0,37.62
prod_01561,stationery,1164,42.7,7.7,22.0,7.98
prod_01562,music,1588,12.4,8.0,30.9,9.63
prod_01563,party_supplies,2463,16.6,12.5,33.4,8.57
prod_01564,office_furniture,1195,38.8,40.1,37.5,59.91
prod_01565,computers_accessories,937,15.0,6.8,10.4,112.44
prod_01566,home_appliances,1234,30.9,10.3,46.8,25.34
prod_01567,housewares,453,44.5,21.6,25.4,8.67
prod_01568,construction_tools,488,36.2,19.4,61.1,91.19
prod_01569,sports_leisure,920,13.6,15.7,40.8,40.63
prod_01570,market_place,108,17.2,3.6,16.8,10.7
prod_01571,toys,656,36.8,11.4,35.1,51.11
prod_01572,garden_tools,786,71.5,34.1,45.2,10.89
prod_01573,bed_bath_table,3892,27.5,7.8,23.7,36.92
prod_01574,signaling_and_security,2683,45.2,7.6,16.1,29.48
prod_01575,food_drink,1584,36.4,29.6,14.7,15.26
prod_01576,luggage_accessories,2113,20.3,12.4,11.9,7.78
prod_01577,sports_leisure,484,45.5,3.8,7.5,22.85
prod_01578,fashion_bags_accessories,1259,10.5,6.2,25.6,39.05
prod_01579,diapers_and_hygiene,1933,43.8,9.1,15.1,9.11
prod_01580,fashion_shoes,488,37.5,15.3,19.0,63.41
prod_01581,housewares,291,21.4,11.6,61.9,30.13
prod_01582,housewares,1464,15.8,7.4,33.5,11.4
prod_01583,cool_stuff,326,22.4,11.7,16.5,59.93
prod_01584,diapers_and_hygiene,1690,19.4,7.8,76.0,6.38
prod_01585,watches_gifts,2434,25.2,35.2,30.8,41.24
prod_01586,christmas_supplies,503,23.7,6.0,5.0,21.49
prod_01587,books_general,540,21.4,9.8,72.6,6.49
prod_01588,christmas_supplies,2385,10.2,9.0,54.5,21.16
prod_01589,luggage_accessories,1200,14.5,9.1,31.4,23.45
prod_01590,perfumery,2170,49.1,6.5,25.5,22.63
prod_01591,luggage_accessories,947,21.7,28.3,40.4,39.13
prod_01592,watches_gifts,1005,25.5,41.8,30.0,25.08
prod_01593,baby,1176,23.0,16.4,21.0,14.62
prod_01594,garden_tools,3377,57.7,15.5,20.4,39.43
prod_01595,housewares,2054,19.2,4.4,43.7,17.16
prod_01596,furniture_decor,637,18.4,28.0,16.5,16.29
prod_01597,telephony,1328,38.0,7.8,43.3,54.41
prod_01598,computers_accessories,895,32.1,4.0,27.6,40.39
prod_01599,stationery,763,38.5,18.1,10.6,6.21
prod_01600,sports_leisure,1656,37.3,23.8,45.1,5.93
prod_01601,sports_leisure,1421,46.1,27.8,16.7,43.09
prod_01602,art,508,13.4,9.9,18.0,9.74
prod_01603,furniture_decor,1179,36.1,9.2,24.2,18.17
prod_01604,furniture_decor,744,18.5,14.8,26.3,52.07
prod_01605,health_beauty,1582,8.3,11.6,31.5,29.43
prod_01606,housewares,716,37.1,18.3,43.9,11.0
prod_01607,office_furniture,1010,36.1,14.9,43.2,86.11
prod_01608,luggage_accessories,781,28.8,7.4,20.0,82.55
prod_01609,music,211,46.5,28.3,20.4,20.67
prod_01610,fashion_shoes,3266,18.5,18.4,41.6,57.43
prod_01611,furniture_decor,1169,40.2,23.5,15.1,47.86
prod_01612,costruction_tools_garden,3342,26.7,7.5,27.5,26.89
prod_01613,health_beauty,1209,27.8,18.1,52.5,16.57
prod_01614,pet_shop,1872,9.1,21.0,21.6,27.52
prod_01615,electronics,674,46.7,14.6,11.8,27.38
prod_01616,signaling_and_security,689,35.4,6.4,16.7,20.37
prod_01617,toys,1119,39.4,13.8,17.3,9.63
prod_01618,market_place,3322,17.1,19.9,16.0,14.54
prod_01619,construction_tools,525,33.3,24.4,23.6,42.27
prod_01620,office_furniture,157,26.7,4.7,71.9,36.02
prod_01621,party_supplies,2347,36.3,14.4,34.7,16.14
prod_01622,cds_dvds_musicals,1954,32.5,5.4,24.8,5.65
prod_01623,electronics,818,63.3,20.0,25.9,39.61
prod_01624,construction_tools,4194,53.7,23.0,18.6,55.52
prod_01625,books_technical,4313,25.1,7.1,25.9,28.16
prod_01626,fashion_bags_accessories,195,37.1,6.2,51.4,15.38
prod_01627,watches_gifts,660,24.0,8.9,28.0,42.75
prod_01628,home_appliances,1113,45.9,11.9,43.1,35.84
prod_01629,sports_leisure,1551,27.3,8.2,40.2,23.96
prod_01630,watches_gifts,1386,22.2,21.0,70.2,40.17
prod_01631,consoles_games,1165,33.1,24.5,39.9,111.78
prod_01632,air_conditioning,454,51.6,14.0,67.8,79.32
prod_01633,air_conditioning,1693,47.6,8.4,44.7,76.74
prod_01634,cool_stuff,1762,22.9,11.6,31.5,19.22
prod_01635,consoles_games,2235,60.6,14.0,17.7,95.53
prod_01636,watches_gifts,396,17.7,11.3,42.9,56.12
prod_01637,music,979,20.8,12.5,44.8,15.82
prod_01638,cool_stuff,786,44.9,23.4,45.4,22.81
prod_01639,air_conditioning,389,8.4,8.0,5.0,108.95
prod_01640,food_drink,967,29.5,36.8,21.3,5.97
prod_01641,books_technical,476,25.0,14.3,34.4,15.73
prod_01642,perfumery,328,62.3,10.9,22.2,28.99
prod_01643,diapers_and_hygiene,1972,15.9,7.9,20.3,6.54
prod_01644,books_technical,815,16.9,8.3,18.5,17.68
prod_01645,market_place,633,66.5,13.3,10.8,14.66
prod_01646,industry_commerce_and_business,2616,25.2,14.2,33.5,16.38
prod_01647,signaling_and_security,1799,50.6,10.7,19.5,26.15
prod_01648,furniture_decor,137,23.1,5.4,21.6,13.04
prod_01649,signaling_and_security,1558,20.3,13.3,24.8,103.6
prod_01650,costruction_tools_garden,1553,51.9,8.4,36.3,34.88
prod_01651,garden_tools,935,74.5,3.8,31.0,22.22
prod_01652,toys,907,53.8,18.7,30.3,24.12
prod_01653,music,240,22.3,4.3,6.7,14.04
prod_01654,garden_tools,4162,28.8,10.4,43.5,35.64
prod_01655,construction_tools,964,17.4,12.3,59.3,15.28
prod_01656,books_technical,1497,19.0,26.4,29.9,32.97
prod_01657,market_place,1007,18.5,4.0,14.8,23.26
prod_01658,christmas_supplies,642,23.4,19.9,20.6,12.57
prod_01659,computers_accessories,2079,31.2,21.7,15.2,48.47
prod_01660,toys,1298,29.4,30.8,55.8,6.88
prod_01661,art,970,41.7,24.0,21.6,8.66
prod_01662,fashion_shoes,1486,32.1,12.6,30.6,39.58
prod_01663,cool_stuff,1081,39.8,20.4,24.3,65.96
prod_01664,baby,3494,42.9,27.1,35.4,33.7
prod_01665,perfumery,2030,22.5,3.3,17.1,33.33
prod_01666,small_appliances,1665,27.0,5.4,30.0,85.66
prod_01667,baby,273,112.0,15.1,21.7,42.85
prod_01668,pet_shop,1706,21.5,21.5,46.4,18.37
prod_01669,construction_tools,1676,40.9,18.3,7.2,146.46
prod_01670,pet_shop,484,13.9,15.9,23.0,12.65
prod_01671,watches_gifts,266,43.5,30.6,44.1,16.66
prod_01672,pet_shop,1972,19.6,10.7,41.6,18.54
prod_01673,christmas_supplies,2146,30.0,8.2,11.3,9.52
prod_01674,housewares,692,12.6,9.5,39.3,15.53
prod_01675,perfumery,665,28.4,15.3,16.2,50.84
prod_01676,books_technical,1282,28.7,12.3,18.9,19.8
prod_01677,pet_shop,812,26.4,22.2,42.9,22.85
prod_01678,books_general,260,36.5,8.5,22.7,10.0
prod_01679,small_appliances,479,49.7,16.4,10.8,7.96
prod_01680,books_general,1458,16.9,20.4,14.0,5.47
prod_01681,unknown,504,26.8,27.1,27.7,13.36
prod_01682,furniture_decor,2221,13.1,6.1,22.3,20.76
prod_01683,music,1657,9.7,9.4,22.1,10.15
prod_01684,construction_tools,1501,31.8,11.7,35.1,82.41
prod_01685,sports_leisure,1262,16.2,4.9,32.0,25.98
prod_01686,electronics,617,29.3,15.8,23.2,31.22
prod_01687,consoles_games,1821,32.5,15.7,41.9,52.01
prod_01688,furniture_decor,602,10.7,14.9,35.3,100.81
prod_01689,art,2307,35.0,11.3,31.0,38.37
prod_01690,auto,3136,48.5,25.4,20.5,56.26
prod_01691,perfumery,1293,39.0,9.5,45.2,15.07
prod_01692,construction_tools,2863,17.1,24.1,22.0,41.63
prod_01693,food_drink,485,28.3,9.4,23.0,16.03
prod_01694,music,1670,30.0,6.0,56.4,12.46
prod_01695,costruction_tools_garden,1143,27.0,12.6,16.7,25.01
prod_01696,auto,1996,13.5,14.1,16.6,34.98
prod_01697,food_drink,147,18.7,16.6,23.5,8.19
prod_01698,food_drink,1914,25.8,2.5,14.8,6.29
prod_01699,home_appliances,669,32.3,10.6,15.0,136.8
prod_01700,small_appliances,1186,21.4,35.3,55.6,45.15
prod_01701,health_beauty,4115,5.8,8.9,23.3,16.34
prod_01702,costruction_tools_garden,1710,9.0,21.7,31.5,39.68
prod_01703,diapers_and_hygiene,1553,22.1,55.0,11.9,12.17
prod_01704,home_appliances,1463,63.3,39.0,15.9,269.55
prod_01705,small_appliances,2473,35.1,6.6,59.4,44.69
prod_01706,furniture_living_room,2044,31.8,20.7,14.8,71.36
prod_01707,furniture_decor,1475,18.5,21.4,32.0,37.62
prod_01708,pet_shop,1345,22.7,18.8,5.0,17.13
prod_01709,cds_dvds_musicals,1280,8.5,5.9,11.4,16.04
prod_01710,party_supplies,1096,17.8,14.8,23.1,16.83
prod_01711,party_supplies,389,34.3,14.8,41.3,8.0
prod_01712,furniture_living_room,1684,31.9,5.3,26.9,59.64
prod_01713,diapers_and_hygiene,727,20.3,10.9,24.2,14.77
prod_01714,office_furniture,995,27.0,15.2,36.7,14.65
prod_01715,market_place,2140,29.4,12.4,29.8,8.69
prod_01716,fashion_underwear_beach,1115,20.9,19.6,9.7,19.29
prod_01717,art,1050,36.2,10.8,26.0,6.37
prod_01718,music,1296,31.6,13.9,20.7,5.89
prod_01719,computers_accessories,898,23.1,22.5,23.7,43.27
prod_01720,sports_leisure,4057,14.1,33.0,20.4,32.68
prod_01721,electronics,3695,22.2,5.8,26.2,95.17
prod_01722,office_furniture,3631,21.5,19.2,32.6,129.54
prod_01723,books_general,1467,20.3,9.7,12.8,10.12
prod_01724,home_appliances,689,11.0,16.7,18.2,45.64
prod_01725,office_furniture,2180,54.9,5.5,36.1,21.73
prod_01726,christmas_supplies,903,53.6,25.7,38.4,12.16
prod_01727,perfumery,2313,26.5,7.9,51.7,50.09
prod_01728,furniture_living_room,662,32.2,22.7,27.2,77.79
prod_01729,small_appliances,1544,35.9,6.0,17.6,36.11
prod_01730,home_appliances,2539,26.7,4.7,18.4,84.03
prod_01731,diapers_and_hygiene,944,33.4,11.5,26.8,17.82
prod_01732,diapers_and_hygiene,941,38.4,14.9,15.9,9.99
prod_01733,office_furniture,295,31.0,40.9,49.9,110.02
prod_01734,construction_tools,679,41.8,14.7,20.3,26.02
prod_01735,fashion_underwear_beach,1446,19.9,6.6,46.4,15.86
prod_01736,telephony,1608,28.3,20.7,14.8,22.21
prod_01737,consoles_games,1779,92.5,28.1,23.8,124.79
prod_01738,garden_tools,189,46.6,7.6,21.9,11.55
prod_01739,housewares,907,31.4,22.3,11.7,15.96
prod_01740,furniture_decor,333,16.9,26.1,22.8,12.54
prod_01741,fashion_underwear_beach,1393,29.1,20.9,29.7,18.88
prod_01742,bed_bath_table,240,45.1,8.6,6.9,50.72
prod_01743,market_place,435,40.5,15.0,34.1,21.61
prod_01744,consoles_games,2019,9.4,16.7,31.0,112.77
prod_01745,stationery,747,11.3,25.3,25.9,19.24
prod_01746,costruction_tools_garden,2879,11.6,9.0,37.5,50.99
prod_01747,small_appliances,1812,36.1,22.6,38.8,41.23
prod_01748,music,948,11.7,12.1,84.4,16.47
prod_01749,cds_dvds_musicals,2243,16.5,10.6,11.4,5.56
prod_01750,health_beauty,1013,26.2,13.6,53.6,15.71
prod_01751,garden_tools,1940,48.8,2.1,42.3,23.43
prod_01752,fashion_shoes,651,37.0,2.8,31.0,24.96
prod_01753,diapers_and_hygiene,2333,24.6,3.5,14.9,6.28
prod_01754,watches_gifts,266,42.4,17.1,21.1,21.34
prod_01755,computers_accessories,434,72.4,11.3,19.5,59.84
prod_01756,party_supplies,507,29.2,8.7,24.5,18.5
prod_01757,diapers_and_hygiene,711,13.6,12.9,36.8,9.7
prod_01758,watches_gifts,1484,16.8,22.9,48.5,233.08
prod_01759,electronics,1161,16.7,12.6,61.2,40.07
prod_01760,pet_shop,1956,18.9,6.4,21.2,27.61
prod_01761,garden_tools,2563,23.7,44.6,28.5,44.19
prod_01762,perfumery,235,32.7,13.3,16.5,56.02
prod_01763,electronics,2773,12.4,26.3,43.3,96.07
prod_01764,market_place,995,13.8,21.1,32.0,22.47
prod_01765,toys,3585,38.2,10.1,23.4,22.3
prod_01766,electronics,626,21.5,32.7,11.0,212.07
prod_01767,baby,165,17.7,9.1,28.7,51.11
prod_01768,costruction_tools_garden,1827,25.1,17.0,30.3,20.25
prod_01769,watches_gifts,1747,53.0,15.7,9.1,48.92
prod_01770,auto,446,40.9,16.5,12.9,15.26
prod_01771,cool_stuff,489,39.5,29.7,28.4,76.08
prod_01772,unknown,2058,62.1,13.5,58.5,14.87
prod_01773,party_supplies,1536,33.5,15.1,45.6,24.87
prod_01774,furniture_living_room,918,64.9,15.5,23.7,39.75
prod_01775,unknown,1649,67.5,40.0,21.9,14.19
prod_01776,music,1427,12.6,25.2,17.9,36.81
prod_01777,furniture_living_room,538,10.6,4.5,16.9,49.76
prod_01778,food_drink,2165,16.1,9.3,22.7,7.39
prod_01779,fashion_bags_accessories,1884,50.4,14.1,67.2,52.59
prod_01780,art,1182,25.4,29.3,21.8,48.28
prod_01781,luggage_accessories,2059,23.8,30.9,26.2,27.57
prod_01782,auto,3881,42.9,13.0,13.4,37.11
prod_01783,cds_dvds_musicals,483,20.9,9.2,34.7,9.81
prod_01784,baby,951,31.4,11.9,26.0,11.56
prod_01785,fashion_bags_accessories,989,38.2,14.4,21.1,17.82
prod_01786,cool_stuff,2028,17.0,11.4,15.2,97.05
prod_01787,books_general,704,14.8,26.7,17.4,10.21
prod_01788,cool_stuff,1950,29.1,10.8,20.4,23.45
prod_01789,market_place,775,31.0,7.6,21.1,9.74
prod_01790,fashion_shoes,433,41.3,11.8,15.1,60.82
prod_01791,music,1235,15.9,16.1,24.8,6.13
prod_01792,art,761,19.2,26.9,29.1,18.1
prod_01793,bed_bath_table,1328,67.1,7.2,37.8,85.09
prod_01794,art,1569,46.1,16.2,56.9,48.11
prod_01795,computers_accessories,255,26.7,16.5,8.9,65.7
prod_01796,office_furniture,836,49.8,18.3,31.3,114.92
prod_01797,perfumery,1236,15.9,10.8,22.3,63.4
prod_01798,market_place,2065,25.1,18.1,7.4,12.41
prod_01799,cds_dvds_musicals,1893,5.0,20.7,18.6,11.56
prod_01800,industry_commerce_and_business,579,30.9,10.7,9.6,138.78
prod_01801,electronics,1028,23.6,15.1,35.9,28.75
prod_01802,party_supplies,1628,24.0,12.2,33.6,14.96
prod_01803,perfumery,973,40.3,8.3,27.7,41.33
prod_01804,unknown,630,46.4,5.6,17.6,24.98
prod_01805,stationery,1128,22.3,9.1,49.4,13.16
prod_01806,office_furniture,1520,13.0,9.5,14.1,56.44
prod_01807,books_general,531,11.5,5.5,21.3,12.75
prod_01808,food_drink,1755,8.0,17.4,23.3,22.64
prod_01809,auto,1291,61.5,21.6,25.0,59.26
prod_01810,toys,1800,40.3,12.0,73.5,17.52
